,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.92,0.5,0.63,0.63,0.67,0.8,0.04,0.77,0.57,0.71,0.6,0.84,0.62,0.75,1.11
bscwweasel.csv,0.99,0.86,0.75,0.05,0.64,0.77,1.0,0.95,0.87,0.84,1.0,0.94,0.47,0.89,1.0
capcode.csv,1.0,0.93,0.86,1.0,1.0,0.0,0.97,0.84,0.91,0.93,1.0,0.91,1.0,0.97,1.0
cme.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
emite.csv,0.71,0.62,0.47,0.54,0.52,0.61,0.63,0.76,0.65,0.69,0.61,0.03,0.46,0.43,0.75
fluent-nhibernate.csv,0.98,0.93,0.75,0.82,0.81,0.84,0.94,0.82,0.96,0.81,1.0,0.71,0.12,0.95,1.0
lamp.csv,0.99,0.14,0.82,0.85,0.67,0.84,0.85,0.96,0.7,0.7,0.37,1.0,0.94,0.97,0.69
mecat.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
nodal.csv,0.93,0.73,0.76,0.73,0.63,0.78,0.98,0.84,0.09,0.61,0.68,0.94,0.71,0.79,0.66
pydev.csv,0.67,0.82,0.67,0.68,0.62,0.71,0.88,0.81,0.76,0.0,0.52,0.98,0.47,0.7,0.5
retromenu.csv,0.92,0.8,0.66,0.75,0.05,0.56,0.96,0.88,0.92,0.81,0.67,1.0,0.59,0.94,0.29
smbopensoft.csv,0.06,0.88,0.8,0.91,0.63,0.89,0.73,0.81,0.78,0.82,0.4,0.84,0.84,0.92,0.4
stuproa-cims.csv,0.94,0.73,0.86,0.78,0.96,0.77,1.0,0.02,0.95,0.83,0.92,0.89,0.66,0.9,0.83
thout.csv,0.97,0.74,0.07,0.81,0.74,0.63,0.69,0.79,0.64,0.78,1.04,0.71,0.52,0.82,0.37
uface.csv,0.99,0.95,0.9,0.56,0.96,0.86,0.77,0.86,0.82,0.74,0.88,0.62,0.66,0.01,1.01
