,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.44,0.18,0.2,0.29,0.14,0.25,0.5,0.09,0.5,0.44,0.04,0.4,0.64
aubit4gl.csv,0.38,0.17,0.22,0.43,0.23,0.2,0.69,0.08,0.17,0.5,0.22,0.34,1.0
bionote.csv,0.49,0.27,0.12,0.45,0.33,0.5,0.17,0.22,0.23,0.57,0.41,0.56,0.16
liferea.csv,0.34,0.24,0.06,0.46,0.2,0.5,0.49,0.22,0.06,0.55,0.38,0.39,0.33
opensim4opencog.csv,0.41,0.33,0.06,0.49,0.23,0.38,0.54,0.2,0.22,0.54,0.18,0.44,0.44
pclasses.csv,0.41,0.48,0.0,0.29,0.2,0.25,0.2,0.14,0.0,0.3,0.0,0.24,0.83
plearn.csv,0.49,0.22,0.13,0.47,0.26,0.36,0.56,0.13,0.38,0.5,0.13,0.2,0.82
psrchive.csv,0.4,0.13,0.4,0.53,0.36,0.23,0.56,0.12,0.2,0.54,0.19,0.44,1.0
re2c.csv,0.4,0.17,0.86,0.34,0.18,0.19,0.6,0.09,0.5,0.53,0.06,0.39,0.66
rebecca-aiml.csv,0.39,0.0,0.12,0.3,0.21,0.24,0.55,0.14,0.62,0.55,0.14,0.74,0.37
thrust.csv,0.25,0.0,0.18,0.14,0.09,0.06,0.58,0.05,0.55,0.31,0.09,0.26,0.14
tzod.csv,0.39,0.13,0.11,0.5,0.2,0.27,0.59,0.16,0.25,0.53,0.21,0.24,0.25
yaprm.csv,0.38,0.23,0.07,0.67,0.3,0.5,0.56,0.23,0.28,0.64,0.17,0.41,0.0
