,f1,g,recall,precision,pf,wins
arm-webradio.csv,0.33,0.39,0.37,0.29,0.47,3
aubit4gl.csv,0.24,0.29,0.25,0.23,0.14,2
bionote.csv,0.26,0.26,0.22,0.33,0.14,4
liferea.csv,0.38,0.62,0.61,0.34,0.42,10
opensim4opencog.csv,0.45,0.56,0.58,0.38,0.34,11
pclasses.csv,0.13,0.1,0.08,0.24,0.12,1
plearn.csv,0.29,0.42,0.39,0.36,0.25,6
psrchive.csv,0.38,0.56,0.59,0.4,0.25,12
re2c.csv,0.4,0.45,0.41,0.39,0.39,8
rebecca-aiml.csv,0.33,0.51,0.54,0.3,0.43,7
thrust.csv,0.14,0.2,0.17,0.14,0.29,0
tzod.csv,0.32,0.57,0.57,0.25,0.44,9
yaprm.csv,0.3,0.46,0.43,0.3,0.3,5
