,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.59,0.71,0.35,0.21,0.64,0.52
empyrean.csv,0.79,0.0,0.0,0.0,0.0,0.07
impala.csv,0.58,0.4,0.14,0.32,0.59,0.47
multitude.csv,0.72,0.63,0.43,0.21,0.71,0.57
nutz.csv,0.59,0.44,0.63,0.11,0.58,0.4
pi-qmc.csv,0.52,0.45,0.49,0.22,0.36,0.77
