,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.48,0.69,0.49,0.56,0.62,0.77
empyrean.csv,0.71,0.0,0.0,0.0,0.0,0.05
impala.csv,0.49,0.35,0.14,0.56,0.6,0.64
multitude.csv,0.8,0.85,0.87,0.96,0.69,0.95
nutz.csv,0.54,0.52,0.75,0.2,0.74,0.82
pi-qmc.csv,0.43,0.4,0.61,0.72,0.28,0.82
