,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.52,0.7,0.5,0.54,0.63,0.71
empyrean.csv,0.73,0.0,0.0,0.0,0.0,0.06
impala.csv,0.51,0.39,0.17,0.59,0.58,0.62
multitude.csv,0.55,0.6,0.55,0.17,0.69,0.78
nutz.csv,0.52,0.43,0.76,0.23,0.36,0.31
pi-qmc.csv,0.45,0.44,0.63,0.59,0.32,0.83
