,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,0.29,0.29,0.0,0.26,0.23,0.06,0.35,0.6,0.4,0.25,0.32,1.0,0.02
bacula.csv,0.42,0.46,0.13,0.48,0.61,0.18,0.37,0.73,0.99,0.33,0.36,0.29,0.17
elmo.csv,0.8,0.0,1.0,0.0,0.67,0.0,0.0,1.0,0.2,0.14,0.5,0.33,0.0
jajuk.csv,0.59,0.62,0.06,0.47,1.0,0.26,0.33,0.81,0.67,0.41,0.7,0.13,0.18
ktc.csv,0.98,0.64,0.07,0.61,0.51,0.29,0.33,0.75,0.74,0.61,0.53,0.35,0.16
neoengine.csv,0.53,0.69,0.05,1.0,0.66,0.31,0.22,0.67,0.68,0.34,0.34,0.14,0.18
omseek.csv,0.47,0.52,0.06,0.8,0.58,0.5,0.18,0.56,0.58,0.27,0.43,0.23,0.97
pcgen.csv,0.69,0.69,0.05,0.48,0.76,0.21,0.31,0.7,0.84,0.38,0.98,0.21,0.21
rosegarden.csv,0.68,0.75,0.07,0.42,0.61,0.37,0.23,0.67,0.68,0.99,0.26,0.25,0.13
selenium.csv,0.68,1.0,0.05,0.54,0.73,0.14,0.28,0.87,0.74,0.4,0.6,0.22,0.15
vapor.csv,0.72,0.6,0.0,0.6,0.53,0.27,0.96,0.62,0.84,0.54,0.65,0.4,0.27
zorannt.csv,0.26,0.49,0.07,0.29,0.47,1.0,0.24,0.65,0.6,0.26,0.34,0.33,0.08
zscreen.csv,0.57,0.59,0.1,0.53,0.63,0.23,0.33,1.0,0.69,0.34,0.42,0.32,0.1
