,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,0.31,0.14,0.0,0.18,0.19,0.2,0.4,0.16,0.02,0.34,0.41,1.0,0.07
bacula.csv,0.58,0.43,0.45,0.62,0.57,0.61,0.64,0.39,0.99,0.6,0.29,0.56,0.64
elmo.csv,0.04,0.0,1.0,0.0,0.02,0.0,0.0,0.02,0.01,0.02,0.02,0.06,0.0
jajuk.csv,0.73,0.5,0.49,0.69,0.98,0.72,0.64,0.58,0.48,0.62,0.67,0.27,0.69
ktc.csv,0.99,0.58,0.43,0.56,0.54,0.48,0.59,0.37,0.51,0.55,0.58,0.63,0.51
neoengine.csv,0.64,0.55,0.35,0.98,0.63,0.64,0.39,0.5,0.49,0.56,0.41,0.29,0.55
omseek.csv,0.19,0.44,0.51,0.09,0.24,0.16,0.39,0.36,0.36,0.18,0.45,0.37,0.93
pcgen.csv,0.12,0.18,0.44,0.23,0.38,0.54,0.24,0.18,0.3,0.23,0.96,0.43,0.41
rosegarden.csv,0.63,0.29,0.43,0.61,0.46,0.64,0.49,0.53,0.57,0.93,0.21,0.42,0.55
selenium.csv,0.66,0.98,0.23,0.7,0.58,0.51,0.4,0.48,0.62,0.71,0.65,0.47,0.68
vapor.csv,0.46,0.54,0.0,0.36,0.45,0.34,0.97,0.13,0.31,0.45,0.24,0.47,0.44
zorannt.csv,0.26,0.38,0.43,0.43,0.55,1.0,0.49,0.59,0.45,0.26,0.36,0.45,0.42
zscreen.csv,0.69,0.55,0.44,0.42,0.64,0.39,0.47,0.98,0.55,0.55,0.56,0.65,0.42
