,f1,g,recall,precision,pf,wins
ambulant.csv,0.49,0.51,0.62,0.4,0.63,7
apertium.csv,0.44,0.51,0.51,0.52,0.36,13
beast-mcmc.csv,0.56,0.62,0.73,0.43,0.61,16
cuberok.csv,0.33,0.33,0.36,0.33,0.3,1
icescrum.csv,0.48,0.52,0.48,0.5,0.27,15
ingex.csv,0.41,0.43,0.45,0.44,0.53,4
jbasic.csv,0.5,0.56,0.79,0.4,0.7,10
jgnash.csv,0.45,0.52,0.55,0.42,0.39,11
jrefactory.csv,0.38,0.46,0.48,0.37,0.57,2
jsecurity.csv,0.33,0.34,0.3,0.46,0.18,5
libopenmetaverse.csv,0.53,0.26,0.96,0.37,0.93,3
mobicents.csv,0.51,0.57,0.62,0.42,0.57,9
opendvr.csv,0.5,0.56,0.57,0.45,0.38,14
openefm.csv,0.36,0.44,0.41,0.46,0.34,6
power-architect.csv,0.5,0.53,0.69,0.37,0.66,8
sidekar.csv,0.0,0.0,0.0,0.0,0.0,0
yarp0.csv,0.49,0.53,0.62,0.46,0.53,12
