,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.37,0.51,0.63,0.47,0.54,0.52,0.55,0.38,0.53,0.28,0.05,0.55,0.49,0.37,0.74,0.53,0.19
apertium.csv,0.54,0.38,0.44,0.48,0.6,0.51,0.53,0.06,0.56,0.77,0.8,0.29,0.17,0.54,0.43,0.0,0.65
beast-mcmc.csv,0.75,0.64,0.44,0.7,0.59,0.59,0.62,0.48,0.65,0.67,0.41,0.43,0.66,0.53,0.62,0.54,0.62
cuberok.csv,0.33,0.48,0.17,0.4,0.26,0.43,0.33,0.72,0.48,0.26,0.19,0.37,0.28,0.38,0.42,0.3,0.13
icescrum.csv,0.7,0.52,0.35,0.4,0.49,0.4,0.52,0.53,0.59,0.57,0.58,0.15,0.65,0.48,0.45,0.21,0.76
ingex.csv,0.59,0.44,0.5,0.35,0.56,0.36,0.51,0.21,0.41,0.24,0.44,0.29,0.66,0.4,0.43,0.48,0.37
jbasic.csv,0.64,0.62,0.36,0.52,0.68,0.53,0.56,0.59,0.62,0.75,0.27,0.53,0.6,0.0,0.58,0.32,0.55
jgnash.csv,0.55,0.64,0.4,0.73,0.65,0.39,0.55,0.55,0.73,0.29,0.36,0.52,0.58,0.16,0.52,0.21,0.32
jrefactory.csv,0.36,0.45,0.69,0.49,0.38,0.2,0.4,0.53,0.43,0.36,0.46,0.65,0.56,0.24,0.51,0.52,0.54
jsecurity.csv,0.34,0.64,0.34,0.74,0.24,0.63,0.45,0.35,0.54,0.2,0.19,0.22,0.38,0.26,0.24,0.21,0.25
libopenmetaverse.csv,0.0,0.05,0.13,0.0,0.3,0.63,0.0,0.4,0.05,0.0,0.69,0.51,0.39,0.26,0.61,0.31,0.13
mobicents.csv,0.71,0.67,0.4,0.43,0.57,0.47,0.67,0.59,0.61,0.61,0.57,0.47,0.53,0.48,0.56,0.53,0.62
opendvr.csv,0.66,0.63,0.37,0.53,0.53,0.0,0.61,0.4,0.62,0.58,0.51,0.35,0.56,0.68,0.46,0.71,0.6
openefm.csv,0.58,0.68,0.33,0.61,0.17,0.29,0.59,0.44,0.53,0.1,0.62,0.29,0.42,0.2,0.45,0.39,0.7
power-architect.csv,0.56,0.63,0.53,0.71,0.58,0.13,0.57,0.56,0.54,0.28,0.53,0.45,0.44,0.79,0.41,0.33,0.24
sidekar.csv,0.0,0.43,0.0,0.0,0.73,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0
yarp0.csv,0.51,0.57,0.45,0.68,0.61,0.53,0.61,0.5,0.32,0.32,0.67,0.75,0.63,0.37,0.55,0.31,0.46
