,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.46,0.62,0.81,0.32,0.61,1.0,0.8,0.32
enlightenment.csv,0.99,1.0,1.0,0.63,1.0,1.0,1.0,1.0
ffigo.csv,0.45,0.41,0.24,0.0,0.03,0.0,0.78,0.0
ildjit.csv,0.23,0.69,0.25,0.12,0.17,0.0,0.22,0.05
jfreereport.csv,0.1,0.07,0.44,0.22,0.19,0.0,0.36,0.18
psycle.csv,0.63,0.41,0.93,0.76,0.89,1.0,0.71,0.5
wikipediardware.csv,0.64,0.83,0.98,0.81,0.89,1.0,0.79,0.76
wxjs.csv,0.07,0.0,0.06,0.0,0.0,1.0,0.0,0.0
