,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.75,0.22,0.12,0.7,0.71,0.1,0.68,0.92
enlightenment.csv,0.66,0.23,0.13,0.75,0.52,0.08,0.63,0.73
ffigo.csv,0.71,0.41,0.12,1.0,1.0,0.0,0.78,0.0
ildjit.csv,0.69,0.62,0.14,0.51,0.67,0.0,0.81,0.5
jfreereport.csv,0.77,0.08,0.27,0.73,0.64,0.0,0.84,0.88
psycle.csv,0.8,0.15,0.14,0.65,0.62,0.11,0.71,0.9
wikipediardware.csv,0.77,0.24,0.13,0.62,0.52,0.09,0.62,0.91
wxjs.csv,0.81,0.0,0.06,0.0,0.0,0.32,0.0,0.0
