,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,196.5,95.5,99.0,99.0,99.0,2518.5,99.0,95.5
enlightenment.csv,99.0,488.5,198.0,198.0,99.0,3359.0,99.0,95.5
ffigo.csv,190.5,95.5,572.5,28.5,13.5,536.0,99.0,6.5
ildjit.csv,95.5,263.5,574.0,195.5,127.0,955.5,95.5,191.5
jfreereport.csv,180.0,427.5,861.5,99.0,99.0,441.5,97.5,95.5
psycle.csv,99.0,194.0,198.0,198.0,99.0,2484.5,97.5,95.5
wikipediardware.csv,590.5,390.0,198.0,297.0,99.0,2949.5,99.0,95.5
wxjs.csv,210.5,0.0,866.5,0.0,0.0,879.0,0.0,82.5
