,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.53,0.62,0.2,0.0,0.6,0.65,0.51,0.31,0.6,0.82,0.52,0.43,0.65,0.53,0.69,0.61,0.65,0.59,0.36,0.61
blogentis.csv,0.5,0.47,0.55,0.29,0.0,0.31,0.71,0.33,0.12,0.92,0.64,0.42,0.33,0.79,0.28,0.35,0.55,0.57,0.35,0.17
carabiner.csv,0.36,0.54,0.29,0.42,0.77,0.21,0.66,0.39,0.29,0.78,0.41,0.51,0.55,0.27,0.64,0.46,0.46,0.45,0.13,0.65
continuum-ide.csv,0.0,0.41,0.0,0.42,0.19,0.22,0.2,0.21,0.0,0.99,0.56,0.24,0.2,0.42,0.82,0.35,0.23,0.2,0.0,0.06
emulemorph.csv,0.0,0.25,0.29,0.35,0.15,0.0,0.54,0.0,0.45,0.0,0.09,0.0,0.68,0.27,0.15,0.0,0.0,0.53,0.0,0.0
gtad.csv,0.97,0.64,0.28,0.43,0.15,0.49,0.61,0.05,0.12,0.91,0.45,0.45,0.53,0.42,0.39,0.74,0.28,0.37,0.2,0.21
htmlunit.csv,0.82,0.43,0.27,0.6,0.49,0.63,0.53,0.26,0.44,0.0,0.66,0.64,0.64,0.58,0.56,0.56,0.5,0.51,0.36,0.65
jaxen.csv,0.47,0.44,0.36,0.7,0.0,0.61,0.5,0.46,0.84,0.38,0.53,0.98,0.43,0.54,0.45,0.56,0.42,0.42,0.43,0.48
jsr308-langtools.csv,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.26,0.0
jvcl.csv,0.52,0.25,0.29,0.64,0.26,0.11,0.59,0.07,0.58,0.0,0.33,0.75,0.52,0.24,0.47,0.18,0.22,0.0,0.51,0.21
kaffeine.csv,0.27,0.57,0.28,0.27,0.82,0.64,0.4,0.53,0.22,0.43,0.63,0.67,0.48,0.47,0.52,0.68,0.6,0.5,0.28,0.63
m-m-m.csv,0.52,0.42,0.51,0.45,0.53,0.59,0.31,0.76,0.4,0.43,0.4,0.0,0.2,0.47,0.59,0.43,0.5,0.2,0.28,0.17
motu.csv,0.57,0.61,0.64,0.33,0.53,0.34,0.05,0.53,0.49,0.0,0.09,0.23,0.67,0.44,0.38,0.76,0.6,0.52,0.39,0.66
nh3d.csv,0.0,0.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
sarasvati.csv,0.89,0.35,0.51,0.32,0.15,0.8,0.43,0.31,0.12,0.91,0.42,0.57,0.0,0.54,0.62,0.6,0.54,0.2,0.37,0.57
stemkit.csv,0.0,0.27,0.0,0.73,0.5,0.0,0.37,0.54,0.6,0.0,0.38,0.0,0.75,0.48,0.28,0.26,0.32,0.67,0.47,0.21
taokgame.csv,0.53,0.0,0.0,0.41,0.1,0.11,0.25,0.07,0.98,0.0,0.02,0.23,0.53,0.23,0.28,0.0,0.41,0.2,0.49,0.31
wgs-assembler.csv,0.9,0.58,0.27,0.3,0.32,0.63,0.72,0.22,0.23,0.84,0.49,0.74,0.62,0.69,0.54,0.73,0.62,0.5,0.26,0.67
zabbix.csv,0.73,0.56,0.0,0.72,0.55,0.53,0.29,0.39,0.33,0.0,0.34,0.23,0.36,0.65,0.15,0.46,0.43,0.67,0.5,0.26
