,f1,g,recall,precision,pf,wins
anaxagora.csv,0.36,0.595,0.63,0.27,0.535,17
blogentis.csv,0.265,0.385,0.51,0.265,0.395,10
carabiner.csv,0.24,0.455,0.71,0.165,0.63,9
continuum-ide.csv,0.215,0.215,0.18,0.27,0.165,4
emulemorph.csv,0.1,0.12,0.095,0.08,0.03,1
gtad.csv,0.265,0.425,0.375,0.305,0.16,15
htmlunit.csv,0.35,0.545,0.595,0.25,0.46499999999999997,16
jaxen.csv,0.39,0.46499999999999997,0.79,0.255,0.8,11
jsr308-langtools.csv,0.17,0.0,1.0,0.095,1.0,0
jvcl.csv,0.22,0.275,0.235,0.29,0.16,7
kaffeine.csv,0.365,0.51,0.825,0.225,0.73,14
m-m-m.csv,0.28,0.43,0.6799999999999999,0.18,0.735,6
motu.csv,0.305,0.505,0.785,0.21,0.65,13
nh3d.csv,0.36,0.0,1.0,0.24,1.0,3
sarasvati.csv,0.295,0.47,0.5,0.225,0.34,12
stemkit.csv,0.25,0.345,0.31,0.15,0.325,5
taokgame.csv,0.135,0.23,0.2,0.11,0.20500000000000002,2
wgs-assembler.csv,0.315,0.6,0.63,0.275,0.39,18
zabbix.csv,0.21000000000000002,0.41000000000000003,0.4,0.16,0.32,8
