,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.33,0.51,0.23,0.79,0.21,0.67,0.56,0.82,0.39,0.34,0.56,0.29,0.09,0.31,0.46,0.02
chipster.csv,0.0,0.33,0.61,0.51,0.44,0.61,0.69,0.57,0.67,0.0,0.35,0.25,0.22,0.21,0.76,0.03
delphilhlplib.csv,0.46,0.69,0.47,0.87,0.16,0.59,0.2,0.49,0.38,0.49,0.29,0.54,0.4,0.45,0.58,0.0
emite.csv,0.3,0.67,0.46,0.81,0.32,0.15,0.54,0.5,0.47,0.29,0.42,0.64,0.35,0.36,0.44,0.0
hydrate.csv,0.08,0.65,0.48,0.58,0.32,0.55,0.41,0.64,0.74,0.24,0.41,0.55,0.13,0.52,0.74,0.02
ivataopenportal.csv,0.42,0.87,0.57,0.87,0.74,0.79,0.86,0.91,0.69,0.41,0.66,0.58,0.51,0.51,0.69,0.02
jppf-project.csv,0.56,0.85,0.51,0.49,0.42,0.69,0.84,0.75,0.62,0.29,0.6,0.63,0.56,0.43,0.71,0.02
kolmafia.csv,0.53,0.89,0.55,0.51,0.68,0.77,0.9,0.85,0.74,0.39,0.78,0.54,0.8,0.45,0.76,0.02
l2j.csv,0.45,0.86,0.48,0.83,0.32,0.59,0.66,0.59,0.6,0.37,0.54,0.59,0.8,0.42,0.41,0.0
mb-unit.csv,0.52,0.79,0.62,0.72,0.68,0.77,0.9,0.89,0.71,0.22,0.44,0.24,0.77,0.6,0.75,0.02
opde.csv,0.58,0.76,0.54,0.7,0.41,0.31,0.58,0.69,0.6,0.3,0.58,0.43,0.51,0.46,0.8,0.02
pamguard.csv,0.16,0.59,0.44,0.84,0.52,0.72,0.63,0.79,0.58,0.28,0.58,0.41,0.41,0.29,0.29,0.02
quark.csv,0.19,0.26,0.14,0.34,0.05,0.13,0.0,0.13,0.08,0.63,0.28,0.5,0.24,0.35,0.16,0.0
stajistics.csv,0.46,0.67,0.6,0.83,0.53,0.76,0.86,0.75,0.71,0.19,0.63,0.41,0.75,0.57,0.78,0.02
tigermud.csv,0.41,0.63,0.38,0.44,0.68,0.28,0.66,0.4,0.46,0.18,0.73,0.47,0.25,0.48,0.79,0.05
