,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.78,0.62,0.93,0.45,0.95,0.43,0.68,0.5,0.74,0.46,0.58,0.71,0.92,0.74,0.68,0.28
chipster.csv,0.0,0.73,0.44,0.52,0.68,0.38,0.42,0.52,0.35,0.89,0.5,0.89,0.97,0.89,0.37,0.39
delphilhlplib.csv,0.86,0.57,0.52,0.4,0.96,0.4,0.9,0.56,0.81,0.5,0.54,0.51,0.65,0.66,0.5,0.82
emite.csv,0.88,0.51,0.55,0.43,0.97,0.89,0.58,0.68,0.6,0.4,0.53,0.49,0.74,0.85,0.65,0.8
hydrate.csv,0.0,0.44,0.44,0.56,0.69,0.46,0.6,0.43,0.32,0.65,0.57,0.44,0.94,0.47,0.41,0.28
ivataopenportal.csv,0.54,0.4,0.37,0.39,0.53,0.33,0.33,0.38,0.35,0.35,0.42,0.36,0.61,0.4,0.41,0.28
jppf-project.csv,0.67,0.47,0.45,0.65,0.75,0.4,0.42,0.51,0.52,0.51,0.55,0.37,0.73,0.55,0.44,0.36
kolmafia.csv,0.36,0.43,0.39,0.5,0.44,0.33,0.32,0.4,0.35,0.32,0.44,0.41,0.44,0.42,0.34,0.28
l2j.csv,0.38,0.45,0.45,0.4,0.79,0.38,0.43,0.45,0.39,0.36,0.57,0.45,0.48,0.52,0.64,0.37
mb-unit.csv,0.41,0.46,0.34,0.43,0.42,0.32,0.34,0.39,0.35,0.52,0.42,0.9,0.42,0.54,0.36,0.28
opde.csv,0.63,0.47,0.43,0.51,0.56,0.92,0.53,0.49,0.43,0.61,0.46,0.68,0.54,0.51,0.36,0.32
pamguard.csv,0.92,0.57,0.51,0.41,0.66,0.48,0.58,0.52,0.6,0.38,0.52,0.61,0.86,0.74,0.75,0.31
quark.csv,0.83,0.99,0.94,0.83,0.8,0.75,0.0,0.95,0.67,0.56,0.75,0.68,0.97,0.67,0.75,0.8
stajistics.csv,0.42,0.42,0.35,0.37,0.38,0.32,0.33,0.38,0.35,0.44,0.37,0.52,0.4,0.36,0.37,0.28
tigermud.csv,0.79,0.64,0.78,0.87,0.44,0.92,0.49,0.88,0.74,0.75,0.56,0.57,0.8,0.49,0.35,0.51
