,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.4,0.59,0.06,0.93
miranda-icq.csv,0.6,0.12,0.85,0.21
red5.csv,0.98,0.59,0.58,0.37
thrust.csv,0.05,1.0,0.4,0.39
