,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.48,0.37,0.1,0.96
miranda-icq.csv,0.63,0.17,0.92,0.31
red5.csv,0.99,0.34,0.38,0.4
thrust.csv,0.08,0.97,0.3,0.44
