,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.61,0.27,0.27,1.0
miranda-icq.csv,0.65,0.33,1.0,0.57
red5.csv,1.0,0.24,0.28,0.45
thrust.csv,0.22,0.94,0.24,0.51
