,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,96.5,97.5,1519.0,182.0,2639.5,942.0,659.5,99.0,198.0,2254.0,197.5,99.0,197.5,98.5
chrysalis.csv,96.5,98.5,172.0,466.0,1026.5,285.5,1824.0,85.5,99.0,0.0,191.0,98.5,198.0,98.5
etics.csv,96.5,93.5,78.5,608.5,9.5,377.0,1028.5,85.5,99.0,386.5,191.0,99.0,882.0,65.5
flexpay.csv,81.5,98.5,471.0,1231.0,1681.0,1404.0,0.0,79.5,99.0,2254.0,183.0,98.5,576.5,98.5
ifmo-game-1.csv,81.5,98.5,208.0,659.0,144.0,278.5,545.5,58.5,99.0,1415.0,60.5,98.5,198.0,503.0
jcl.csv,96.5,99.0,1519.0,571.5,2758.5,752.0,2561.0,99.0,99.0,1976.0,286.5,98.5,99.0,98.5
linuxsh.csv,232.0,95.5,880.0,2517.5,412.0,0.0,45.5,85.5,198.0,99.0,340.0,198.0,198.0,1146.0
mvdsv.csv,57.5,216.0,121.5,188.5,1068.0,39.5,180.0,98.5,99.0,289.5,98.5,0.0,1022.0,247.5
openmeetings.csv,96.5,99.0,166.0,182.0,0.0,183.0,460.5,92.5,99.0,1202.5,332.0,97.5,97.5,98.5
plato.csv,189.0,99.0,1519.0,1328.5,2449.5,1131.0,659.5,99.0,198.0,2254.0,197.5,198.0,198.0,98.5
projecteqemu.csv,96.5,97.5,958.0,561.0,9.5,89.5,467.5,85.5,99.0,224.0,191.0,98.5,99.0,958.5
scite-ru.csv,96.5,99.0,1143.5,1328.5,516.0,1131.0,467.5,99.0,198.0,1824.5,197.5,198.0,198.0,98.5
uclmda.csv,185.0,93.5,248.0,2686.5,578.5,169.0,76.5,179.5,196.0,0.0,64.5,99.0,452.5,279.0
vrjuggler.csv,93.5,95.5,226.5,1209.0,1554.5,1435.0,273.5,99.0,198.0,1315.0,197.5,197.5,789.5,77.5
