,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.86,0.4,1.0,0.35,0.91,0.92,1.0,0.88,0.88,0.97,0.96,0.83,0.73,0.99
chrysalis.csv,0.45,0.75,0.62,0.55,0.57,0.62,0.68,0.86,0.58,1.0,0.5,0.62,1.0,0.28
etics.csv,0.3,0.92,0.46,0.64,0.95,0.64,0.44,0.91,0.64,0.89,0.45,1.1,0.59,0.89
flexpay.csv,0.77,0.75,0.93,0.85,0.78,0.77,1.0,0.79,0.59,1.0,0.84,0.68,0.87,0.63
ifmo-game-1.csv,0.69,0.79,1.0,0.61,1.0,0.31,0.38,0.93,0.71,0.7,0.89,0.98,0.75,0.93
jcl.csv,0.56,0.66,0.95,0.44,0.92,0.77,0.86,0.9,0.6,0.86,0.87,0.33,0.42,0.79
linuxsh.csv,0.97,0.78,0.42,0.91,0.96,1.0,1.0,0.94,0.71,1.0,0.81,0.18,0.84,0.86
mvdsv.csv,0.92,0.99,1.0,0.68,0.75,0.86,0.03,0.76,0.97,0.94,0.73,1.0,0.68,0.93
openmeetings.csv,0.43,0.62,0.75,0.21,1.0,0.73,1.01,0.69,0.68,0.65,0.76,0.71,0.77,0.75
plato.csv,1.0,0.88,1.0,0.96,0.87,0.97,1.0,0.31,0.92,1.0,0.91,0.83,0.93,0.79
projecteqemu.csv,0.47,0.65,0.64,0.43,0.9,0.51,0.59,0.83,0.64,0.88,0.36,0.98,0.55,0.86
scite-ru.csv,1.0,0.85,0.71,0.92,0.6,0.95,0.73,0.76,1.0,0.81,0.76,1.03,0.98,0.72
uclmda.csv,0.95,0.89,0.92,0.93,0.87,1.0,1.0,0.94,0.85,1.0,0.97,0.01,0.86,0.96
vrjuggler.csv,0.69,0.84,0.92,1.03,0.7,0.62,0.21,0.76,0.83,0.46,0.65,1.17,0.62,0.97
