,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.0,0.12,0.01,0.29,0.91,0.63,0.72
bwapi.csv,0.96,0.98,0.49,0.71,0.47,0.67,0.43
gisgraphy.csv,0.0,0.62,0.63,0.39,0.47,0.41,1.0
lite.csv,0.0,0.0,0.27,0.53,0.09,1.0,0.21
ontopia.csv,0.0,0.13,0.99,0.44,0.53,0.24,0.06
smartgwt.csv,0.97,0.22,0.28,0.98,0.2,0.56,0.21
