,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.59,0.83,0.0,0.0,0.55,0.65,0.23,0.74,0.59,0.14,0.71,0.0
fityk.csv,0.62,0.56,0.52,0.73,0.45,0.64,0.24,0.48,0.8,0.15,0.44,0.35
hatari.csv,0.61,0.67,0.51,0.69,0.43,0.68,0.22,0.24,0.64,0.09,0.7,0.29
lmms.csv,0.45,0.66,0.44,0.71,0.27,0.5,0.29,0.55,0.65,0.11,0.35,0.34
mecat.csv,0.32,0.15,0.41,0.19,0.28,0.11,0.13,0.0,0.27,0.43,0.0,0.14
nullc.csv,0.55,0.8,0.5,0.71,0.41,0.78,0.12,0.74,0.59,0.17,0.1,0.43
oscarmcmaster.csv,0.62,0.73,0.59,0.72,0.38,0.6,0.28,0.72,0.58,0.18,0.33,0.43
superwaba.csv,0.51,0.66,0.69,0.51,0.21,0.58,0.16,0.67,0.74,0.05,0.4,0.31
tycho.csv,0.52,0.63,0.4,0.48,0.32,0.28,0.14,0.78,0.42,0.0,0.0,0.28
vienna-add-in.csv,0.59,0.68,0.4,0.66,0.36,0.78,0.24,0.69,0.76,0.04,0.09,0.34
voms.csv,0.58,0.53,0.52,0.62,0.35,0.54,0.62,0.68,0.59,0.18,0.17,0.38
wsmt.csv,0.0,0.14,0.45,0.09,0.08,0.47,0.0,0.16,0.0,0.0,0.81,0.27
