,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.69,0.72,0.0,0.0,0.64,0.64,1.0,1.0,0.5,1.0,0.71,0.0
fityk.csv,0.66,0.4,1.0,0.84,0.77,0.67,1.0,0.4,0.8,1.0,0.43,0.72
hatari.csv,0.59,0.56,0.88,0.73,0.91,0.7,0.78,0.14,0.61,1.0,0.83,0.62
lmms.csv,0.41,0.54,0.44,0.67,0.27,0.42,0.67,0.46,0.64,0.67,0.31,0.64
mecat.csv,0.21,0.08,0.32,0.1,0.27,0.06,0.11,0.0,0.16,1.0,0.0,0.09
nullc.csv,0.62,0.66,0.88,0.7,0.82,0.89,0.44,1.0,0.5,1.0,0.06,0.66
oscarmcmaster.csv,0.69,0.6,0.56,0.73,0.68,0.55,0.56,0.97,0.52,1.0,0.29,0.6
superwaba.csv,0.41,0.52,0.74,0.4,0.18,0.54,0.33,0.71,0.8,0.33,0.43,0.47
tycho.csv,0.48,0.46,0.38,0.37,0.41,0.17,0.11,0.74,0.3,0.0,0.0,0.23
vienna-add-in.csv,0.79,0.58,0.62,0.63,0.64,0.76,1.0,0.77,0.89,0.33,0.06,0.49
voms.csv,0.62,0.36,0.86,0.54,0.45,0.47,1.0,0.74,0.45,1.0,0.11,0.7
wsmt.csv,0.0,0.08,0.4,0.04,0.05,0.4,0.0,0.09,0.0,0.0,0.77,0.43
