,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.22,0.31,0.15,0.0,0.37,0.26,0.5,0.37,0.4,0.26,0.19,0.34,0.25,0.31,0.32,0.28
autat.csv,0.19,0.29,0.16,0.38,0.5,0.02,0.12,0.0,0.07,0.06,0.13,0.1,0.15,0.0,0.24,0.17
biopax.csv,0.78,0.85,0.44,0.57,0.3,0.65,0.65,0.78,0.93,0.91,0.49,0.66,0.05,0.69,0.46,0.55
exl.csv,0.52,0.75,0.45,0.35,0.4,0.63,0.5,0.65,0.42,0.63,0.59,0.76,0.2,0.0,0.29,0.31
fceugc.csv,0.07,0.25,0.07,0.28,0.3,0.0,0.15,0.15,0.46,0.15,0.16,0.52,0.1,0.08,0.32,0.0
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gretl.csv,0.56,0.74,0.34,0.6,0.07,0.53,0.81,0.84,0.46,0.49,0.34,0.38,0.3,0.77,0.59,0.83
jasperreports.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.02,0.0
jmule.csv,0.19,0.42,0.28,0.28,0.27,0.44,0.15,0.37,0.27,0.29,0.33,0.34,0.05,0.08,0.17,0.0
moast.csv,0.78,0.76,0.71,0.65,0.5,0.79,0.92,0.87,0.73,0.97,0.74,0.0,0.7,1.0,0.92,0.86
ng4j.csv,0.33,0.58,0.19,0.05,0.43,0.42,0.38,0.34,0.27,0.4,0.31,0.34,0.0,0.38,0.0,0.1
olap-navigator.csv,0.0,0.28,0.27,0.15,0.27,0.37,0.19,0.43,0.39,0.61,0.27,0.79,0.05,0.38,0.47,0.07
passwordsafe.csv,0.44,0.45,0.25,0.6,0.6,0.4,0.42,0.62,0.43,0.32,0.0,0.69,0.8,0.54,0.61,0.38
phonon-vlc-mplayer.csv,0.33,0.29,0.01,0.2,0.2,0.12,0.19,0.53,0.65,0.67,0.14,0.9,0.5,0.23,0.39,0.07
sepgsql.csv,0.04,0.0,0.01,0.02,0.03,0.12,0.0,0.07,0.0,0.01,0.01,0.0,0.05,0.0,0.0,0.0
unflobtactical.csv,0.15,0.23,0.51,0.42,0.27,0.51,0.0,0.49,0.35,0.25,0.37,0.31,0.3,0.31,0.24,0.21
