,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.68,0.8,0.63,0.0,0.75,0.67,0.72,0.78,0.58,0.36,0.56,0.35,0.77,0.64,0.64,0.61
autat.csv,0.78,0.93,0.74,0.61,0.84,0.95,0.81,0.12,0.89,1.0,0.82,1.0,0.84,1.0,0.88,0.69
biopax.csv,0.78,0.86,0.44,0.62,0.43,0.71,0.68,0.86,0.93,0.91,0.56,0.66,0.05,0.69,0.52,0.59
exl.csv,0.62,0.78,0.56,0.57,0.54,0.64,0.64,0.69,0.43,0.63,0.65,0.76,0.45,0.02,0.42,0.46
fceugc.csv,0.69,0.75,0.54,0.82,0.66,0.1,0.73,0.83,0.96,0.52,0.77,1.08,0.64,0.57,0.68,0.92
fido.csv,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
gretl.csv,0.64,0.8,0.52,0.65,0.07,0.72,0.81,0.84,0.46,0.49,0.54,0.47,0.45,0.78,0.61,0.84
jasperreports.csv,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04,1.0,0.95,1.0,0.99,0.98,1.0,1.0
jmule.csv,0.56,0.82,0.55,0.57,0.67,0.58,0.48,0.67,0.27,0.58,0.65,0.9,0.61,0.33,0.58,0.04
moast.csv,0.86,0.77,0.79,0.72,0.57,0.8,0.93,0.88,0.73,0.97,0.75,0.0,0.72,1.0,0.92,0.86
ng4j.csv,0.4,0.73,0.46,0.87,0.56,0.71,0.55,0.66,0.31,0.4,0.63,0.9,0.52,0.42,0.05,0.55
olap-navigator.csv,0.0,0.49,0.36,0.54,0.62,0.6,0.44,0.61,0.4,0.61,0.58,0.79,0.33,0.41,0.56,0.67
passwordsafe.csv,0.58,0.52,0.48,0.7,0.66,0.62,0.56,0.72,0.66,0.59,0.04,0.79,0.85,0.57,0.66,0.53
phonon-vlc-mplayer.csv,0.47,0.76,0.01,0.75,0.72,0.77,0.42,0.82,0.74,1.01,0.58,0.93,0.57,0.45,0.67,0.88
sepgsql.csv,0.98,0.04,0.84,0.98,0.99,1.01,1.0,0.94,1.0,0.75,0.95,1.0,0.97,0.98,1.0,1.0
unflobtactical.csv,0.56,0.71,0.73,0.52,0.67,0.67,0.0,0.65,0.52,0.79,0.59,0.51,0.82,0.42,0.42,0.62
