,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,97.5,94.5,186.0,95.5,392.0,98.5,819.5,0.0,180.0,1857.5,98.5
freedom-erp.csv,97.5,91.5,98.5,103.0,54.5,58.5,64.5,94.5,549.0,30.0,83.5
haggle.csv,94.5,89.5,102.0,95.5,390.0,95.5,99.0,190.5,0.0,1127.0,99.0
jchassis.csv,0.0,0.0,45.5,0.0,93.5,0.0,44.5,0.0,0.0,189.5,0.0
jmoney.csv,97.5,97.5,95.5,98.5,95.5,98.5,86.5,389.5,459.5,523.0,94.5
jsidplay2.csv,97.5,189.0,99.0,98.5,95.5,89.5,177.0,778.5,1207.0,1006.5,94.5
madman.csv,138.0,97.5,168.0,98.5,94.5,98.5,448.5,192.0,184.0,1486.0,92.5
matrex.csv,97.5,94.5,97.5,97.5,93.5,98.5,86.5,89.5,471.0,69.5,85.5
mediate.csv,97.5,99.0,95.5,98.5,293.5,98.5,99.0,390.5,272.5,2027.0,99.0
primefaces.csv,97.5,99.0,98.5,98.5,194.0,197.5,555.0,486.0,645.5,1405.0,99.0
tmva.csv,97.5,97.5,99.0,98.5,392.0,197.5,99.0,778.5,362.0,2552.0,98.5
