,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.49,0.56,0.51,0.41,0.54,0.52,0.85,0.51,0.54,0.54,0.59,0.49,0.42,0.23,0.32,0.64,0.52,0.49,0.59
aubit4gl.csv,0.23,0.31,0.38,0.26,0.48,0.1,0.06,0.0,0.67,0.24,0.05,0.16,0.47,0.11,0.21,0.1,0.13,0.1,0.13
ipfilter.csv,0.32,0.36,0.48,0.37,0.55,0.31,0.28,0.38,0.56,0.32,0.7,0.45,0.64,0.13,0.59,0.65,0.93,0.56,0.54
jmol.csv,0.55,0.61,0.09,0.61,0.44,0.69,0.62,0.0,0.55,0.0,0.62,0.7,0.13,0.47,0.52,0.0,0.0,0.68,0.74
liferea.csv,0.65,0.7,0.2,0.58,0.66,0.75,0.45,0.17,0.22,0.46,0.47,0.55,0.59,0.33,0.29,0.55,0.53,0.4,0.3
miranda-icq.csv,0.51,0.55,0.38,0.45,0.75,0.56,0.13,0.61,0.0,0.42,0.51,0.16,0.42,0.05,0.55,0.61,0.53,0.0,0.19
moving-pictures.csv,0.62,0.71,0.5,0.68,0.59,0.18,0.0,0.91,0.41,0.65,0.3,0.54,0.57,0.05,0.64,0.42,0.51,0.19,0.73
opensim4opencog.csv,0.6,0.79,0.34,0.67,0.68,0.57,0.26,0.78,0.61,0.75,0.55,0.6,0.63,0.34,0.52,0.49,0.5,0.48,0.65
pclasses.csv,0.61,0.75,0.0,0.44,0.17,0.1,0.02,0.0,0.09,0.11,0.5,0.34,0.13,0.05,0.39,0.0,0.13,0.02,0.62
pfaedit.csv,0.62,0.31,0.64,0.52,0.62,0.42,0.12,0.61,0.63,0.77,0.47,0.43,0.65,0.47,0.33,0.1,0.13,0.28,0.42
plearn.csv,0.72,0.64,0.54,0.37,0.66,0.18,0.02,0.34,0.02,0.11,0.39,0.51,0.52,0.0,0.46,0.0,0.69,0.04,0.4
psrchive.csv,0.6,0.31,0.84,0.34,0.79,0.58,0.52,0.37,0.66,0.4,0.5,0.19,0.53,0.55,0.55,0.59,0.59,0.52,0.36
re2c.csv,0.38,0.21,1.0,0.45,0.55,0.42,0.33,0.38,0.52,0.2,0.37,0.16,0.46,0.0,0.58,0.34,0.32,0.39,0.24
rockbox.csv,0.26,0.0,0.0,0.66,0.54,0.59,0.02,0.67,0.53,0.39,0.47,0.52,0.53,0.47,0.49,0.58,0.34,0.43,0.8
theresa.csv,0.67,0.21,0.36,0.63,0.65,0.51,0.28,0.94,0.54,0.69,0.3,0.53,0.47,0.59,0.43,0.39,0.47,0.47,0.42
tktoolkit.csv,0.25,0.39,0.68,0.42,0.52,0.41,0.09,0.68,0.53,0.66,0.49,0.58,0.51,0.53,0.69,0.43,0.67,0.32,0.57
tzod.csv,0.64,0.3,0.51,0.62,0.61,0.54,0.63,0.69,0.65,0.67,0.58,0.7,0.55,0.45,0.05,0.58,0.63,0.67,0.25
yaprm.csv,0.66,0.39,0.35,0.45,0.53,0.1,0.0,0.69,0.55,0.55,0.4,0.4,0.68,0.54,0.25,0.15,0.16,0.37,0.25
zemljanka.csv,0.42,0.64,0.24,0.67,0.5,0.34,0.48,0.8,0.55,0.57,0.24,0.31,0.51,0.43,0.23,0.48,0.37,0.83,0.53
