,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.58,0.82,0.91,0.71,0.57,0.51,0.83,0.55,0.63,0.53,0.65,0.91
archive-crawler.csv,0.81,0.96,0.49,0.69,0.63,0.5,0.63,0.62,0.83,0.74,0.79,0.82
blue-c.csv,0.43,0.51,0.49,0.65,0.57,0.48,0.52,0.61,0.56,0.46,0.48,0.46
dynalloy.csv,0.59,0.71,0.3,0.41,0.58,0.43,0.41,0.4,0.62,0.35,0.5,0.48
jcae.csv,0.77,0.86,0.89,0.0,0.0,0.83,0.94,0.0,0.89,0.9,0.67,0.0
kmatplot.csv,0.92,0.95,0.94,0.93,0.85,0.8,0.84,0.83,0.96,0.85,0.5,0.48
mscore.csv,0.48,0.48,0.37,0.47,0.52,0.41,0.46,0.49,0.49,0.42,0.33,0.38
nosleepsoftware.csv,0.0,0.0,0.0,0.71,0.91,0.92,0.92,0.9,0.0,0.87,0.0,0.0
openmalaria.csv,0.45,0.38,0.3,0.38,0.52,0.38,0.42,0.49,0.47,0.35,0.29,0.34
popeye-chess.csv,0.44,0.45,0.38,0.64,0.56,0.46,0.49,0.56,0.54,0.4,0.39,0.41
riff-evolve.csv,0.46,0.56,0.35,0.5,0.51,0.47,0.45,0.5,0.56,0.41,0.41,0.37
virtuoso.csv,0.42,0.42,0.31,0.43,0.71,0.42,0.42,0.43,0.42,0.41,0.38,0.75
