,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.23,0.45,0.14,0.14,0.71,0.56,0.68,0.53,0.48,0.29,1.0,0.82
archive-crawler.csv,0.23,0.48,0.08,0.12,0.52,0.73,0.62,0.44,0.41,1.0,0.36,0.27
blue-c.csv,0.19,0.43,0.16,0.15,0.65,1.0,0.71,0.55,0.52,0.33,0.52,0.24
dynalloy.csv,0.3,1.0,0.1,0.27,0.45,0.53,0.59,0.47,0.65,0.29,0.5,0.2
jcae.csv,0.36,0.57,1.0,0.0,0.0,1.0,0.94,0.0,0.89,0.3,1.0,0.0
kmatplot.csv,1.0,0.4,0.25,0.36,0.5,0.7,0.64,0.83,0.78,0.38,0.5,0.34
mscore.csv,0.22,0.35,0.15,0.07,0.66,0.73,0.98,0.69,0.6,0.3,0.48,0.31
nosleepsoftware.csv,0.0,0.0,0.0,1.0,0.18,0.08,0.61,0.6,0.0,0.27,0.0,0.0
openmalaria.csv,0.28,0.36,0.11,0.42,0.66,0.76,0.71,0.95,0.61,0.27,0.4,0.25
popeye-chess.csv,0.21,0.38,0.11,0.18,1.0,0.75,0.77,0.67,0.53,0.31,0.39,0.28
riff-evolve.csv,0.33,0.38,0.12,0.41,0.65,0.78,0.73,0.6,0.97,0.32,0.5,0.33
virtuoso.csv,0.22,0.35,0.11,0.25,0.71,0.55,0.6,0.46,0.49,0.28,0.45,0.95
