,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.66,0.52,0.33,0.31,0.57,0.83,0.29,0.64,0.65,0.61,0.95,0.21
archive-crawler.csv,0.38,0.21,0.33,0.12,0.4,0.53,0.57,0.55,0.26,1.0,0.24,0.33
blue-c.csv,0.79,0.77,0.67,0.31,0.86,0.97,0.62,0.5,0.75,0.57,0.67,0.79
dynalloy.csv,0.59,0.94,1.0,1.0,0.94,0.93,0.95,0.95,0.58,1.0,0.52,0.69
jcae.csv,0.28,0.08,1.0,0.0,0.0,0.2,0.14,0.0,0.09,0.13,0.14,0.0
kmatplot.csv,0.9,0.15,0.44,0.31,0.29,0.23,0.26,0.12,0.2,0.22,0.05,0.52
mscore.csv,0.59,0.44,1.0,0.12,0.54,0.53,0.97,0.57,0.6,0.57,0.9,0.74
nosleepsoftware.csv,0.0,0.0,0.0,0.88,0.06,0.03,0.18,0.14,0.0,0.17,0.0,0.0
openmalaria.csv,0.83,0.62,0.89,0.69,0.54,0.53,0.77,0.98,0.51,0.61,0.81,0.69
popeye-chess.csv,0.76,0.52,0.67,0.25,0.91,0.6,0.5,0.57,0.43,0.48,0.57,0.76
riff-evolve.csv,0.9,0.52,0.67,0.56,0.69,0.83,0.54,0.71,0.97,0.61,0.76,0.79
virtuoso.csv,0.93,0.87,1.0,1.0,0.29,1.0,0.94,0.93,0.99,0.78,0.86,0.9
