,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.34,0.48,0.19,0.2,0.63,0.67,0.4,0.58,0.55,0.39,0.98,0.34
archive-crawler.csv,0.29,0.29,0.13,0.12,0.45,0.62,0.59,0.49,0.32,1.0,0.29,0.3
blue-c.csv,0.31,0.55,0.26,0.2,0.74,0.98,0.66,0.52,0.61,0.42,0.58,0.37
dynalloy.csv,0.4,0.97,0.19,0.43,0.61,0.67,0.73,0.63,0.62,0.46,0.51,0.31
jcae.csv,0.31,0.14,1.0,0.0,0.0,0.33,0.24,0.0,0.16,0.18,0.25,0.0
kmatplot.csv,0.95,0.22,0.32,0.33,0.36,0.35,0.37,0.21,0.32,0.28,0.09,0.41
mscore.csv,0.32,0.39,0.26,0.09,0.59,0.62,0.98,0.62,0.6,0.39,0.62,0.44
nosleepsoftware.csv,0.0,0.0,0.0,0.93,0.09,0.05,0.28,0.23,0.0,0.21,0.0,0.0
openmalaria.csv,0.42,0.45,0.2,0.52,0.59,0.63,0.74,0.96,0.55,0.38,0.54,0.36
popeye-chess.csv,0.33,0.44,0.19,0.21,0.96,0.67,0.6,0.62,0.47,0.38,0.46,0.41
riff-evolve.csv,0.49,0.44,0.2,0.47,0.67,0.81,0.62,0.65,0.97,0.42,0.6,0.47
virtuoso.csv,0.36,0.49,0.2,0.41,0.41,0.71,0.73,0.62,0.66,0.41,0.59,0.93
