,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.62,0.54,0.37,0.32,0.61,0.51,0.33,0.61,0.54,0.54,0.96,0.25
archive-crawler.csv,0.42,0.25,0.36,0.14,0.44,0.56,0.55,0.52,0.29,1.0,0.28,0.37
blue-c.csv,0.55,0.66,0.66,0.32,0.8,0.98,0.62,0.53,0.59,0.56,0.65,0.55
dynalloy.csv,0.61,0.95,0.05,0.33,0.27,0.0,0.05,0.4,0.6,0.0,0.54,0.43
jcae.csv,0.32,0.1,1.0,0.0,0.0,0.24,0.17,0.0,0.11,0.16,0.17,0.0
kmatplot.csv,0.92,0.18,0.49,0.35,0.33,0.27,0.3,0.15,0.24,0.26,0.06,0.55
mscore.csv,0.58,0.46,0.75,0.14,0.57,0.56,0.97,0.6,0.6,0.54,0.64,0.68
nosleepsoftware.csv,0.0,0.0,0.0,0.9,0.07,0.04,0.21,0.17,0.0,0.2,0.0,0.0
openmalaria.csv,0.74,0.55,0.5,0.69,0.57,0.57,0.71,0.98,0.54,0.52,0.46,0.59
popeye-chess.csv,0.62,0.52,0.58,0.28,0.93,0.63,0.54,0.6,0.46,0.49,0.51,0.65
riff-evolve.csv,0.81,0.52,0.6,0.59,0.69,0.81,0.57,0.69,0.97,0.57,0.68,0.72
virtuoso.csv,0.6,0.26,0.24,0.0,0.34,0.0,0.3,0.4,0.0,0.44,0.6,0.92
