,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.0,2.0,16.0,1.0,2.0,2.0,2.0,3.0,0.0,8.0,0.0,2.0
archive-crawler.csv,0.0,2.0,23.0,11.0,2.0,0.0,1.0,6.0,0.0,0.0,1.0,15.0
blue-c.csv,0.0,2.0,13.0,1.0,4.0,0.0,1.0,1.0,0.0,4.0,1.0,25.0
dynalloy.csv,0.0,0.0,48.0,1.0,12.0,2.0,1.0,2.0,0.0,8.0,0.0,31.0
jcae.csv,4.0,0.0,0.0,62.0,78.0,0.0,0.0,92.0,0.0,3.0,0.0,181.0
kmatplot.csv,0.0,3.0,5.0,1.0,6.0,2.0,2.0,1.0,0.0,1.0,1.0,5.0
mscore.csv,0.0,0.0,27.0,20.0,4.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0
nosleepsoftware.csv,155.0,142.0,87.0,0.0,7.0,11.0,0.0,2.0,183.0,2.0,50.0,181.0
openmalaria.csv,4.0,1.0,36.0,4.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,13.0
popeye-chess.csv,0.0,0.0,26.0,14.0,0.0,0.0,7.0,0.0,2.0,1.0,2.0,8.0
riff-evolve.csv,0.0,1.0,15.0,4.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0
virtuoso.csv,0.0,2.0,48.0,1.0,3.0,2.0,1.0,3.0,0.0,8.0,1.0,0.0
