,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.62,0.6,0.71,0.94,0.47,0.82,0.74,0.59,0.76,0.75,0.05,0.79
archive-crawler.csv,0.69,0.8,0.79,0.92,0.67,0.52,0.67,0.73,0.83,0.0,0.82,0.72
blue-c.csv,0.78,0.63,0.51,0.92,0.39,0.03,0.53,0.6,0.72,0.64,0.55,0.78
dynalloy.csv,0.52,0.06,0.99,0.91,0.93,1.0,0.99,0.88,0.51,1.0,0.6,0.88
jcae.csv,0.73,0.92,0.0,1.0,1.0,0.8,0.86,1.0,0.91,0.88,0.86,1.0
kmatplot.csv,0.1,0.86,0.58,0.71,0.75,0.78,0.77,0.88,0.8,0.8,0.95,0.57
mscore.csv,0.63,0.72,0.63,1.06,0.51,0.52,0.04,0.48,0.56,0.7,0.71,0.56
nosleepsoftware.csv,1.0,1.0,1.0,0.12,0.96,1.06,0.83,0.86,1.0,0.85,1.0,1.0
openmalaria.csv,0.51,0.74,0.83,0.45,0.51,0.51,0.52,0.05,0.59,0.78,0.85,0.7
popeye-chess.csv,0.7,0.68,0.7,0.84,0.09,0.47,0.55,0.49,0.68,0.68,0.76,0.64
riff-evolve.csv,0.42,0.69,0.67,0.52,0.43,0.33,0.54,0.49,0.05,0.67,0.58,0.52
virtuoso.csv,0.75,0.94,0.94,1.0,0.72,1.0,0.92,0.89,1.0,0.86,0.75,0.1
