,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.26,0.69,0.49,0.48,0.45,0.51,0.63,0.86,0.58,0.72,0.61,0.78,0.45,0.8
elateportal.csv,0.0,0.56,0.88,0.71,0.61,0.82,0.68,0.51,0.82,0.78,0.45,0.69,0.58,0.3
gdis.csv,0.26,0.43,0.43,0.44,0.54,0.68,0.71,0.62,0.37,0.44,0.36,0.39,0.36,0.83
gzigzag.csv,0.93,0.99,0.81,0.71,0.9,0.92,0.83,0.93,0.96,0.94,0.9,0.83,0.86,0.67
icescrum.csv,0.95,0.73,0.51,0.71,0.39,0.68,0.4,0.57,0.64,0.8,0.37,0.88,0.56,0.75
jguard.csv,0.92,0.55,0.51,0.44,0.68,0.6,0.59,0.89,0.48,0.61,0.67,0.49,0.71,0.37
jitterbit.csv,0.29,0.74,0.54,0.59,0.93,0.94,0.59,0.75,0.6,0.89,0.49,0.91,0.57,0.3
jython.csv,0.95,0.46,0.42,0.42,0.43,0.49,0.83,0.42,0.42,0.42,0.67,0.56,0.68,0.52
personalaccess.csv,0.25,0.43,0.43,0.0,0.47,0.94,0.38,0.92,0.39,0.58,0.31,0.86,0.34,0.47
ppcboot.csv,0.98,0.52,0.43,0.5,0.62,0.57,0.76,0.94,0.47,0.49,0.46,0.61,0.34,0.31
repositorium.csv,0.28,0.66,0.45,0.86,0.6,0.94,0.59,0.89,0.53,0.74,0.79,0.87,0.37,0.39
unbvision.csv,0.98,0.81,0.46,0.78,0.49,0.78,0.65,0.91,0.5,0.46,0.43,0.7,0.38,0.78
wxstudio.csv,0.31,0.99,0.97,0.9,0.88,0.71,0.94,0.94,0.91,0.8,0.89,0.59,0.89,0.8
xbg.csv,0.93,0.99,0.93,0.0,0.9,0.83,0.97,0.0,0.86,0.86,0.91,0.93,0.75,0.5
