,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.64,0.53,0.48,1.0,0.5,0.73,0.42,0.18,0.44,0.38,0.42,0.3,0.74,0.09
elateportal.csv,0.0,0.38,0.31,0.33,0.4,0.23,0.29,0.27,0.27,0.5,0.46,0.41,0.32,1.0
gdis.csv,0.86,0.67,0.83,0.77,0.77,0.5,0.54,0.55,0.8,0.88,0.96,0.62,0.79,0.09
gzigzag.csv,0.45,0.21,0.93,0.23,0.13,0.23,0.05,0.45,0.2,0.25,0.18,0.11,0.26,0.07
icescrum.csv,0.59,0.38,0.45,0.2,0.4,0.33,0.29,0.0,0.28,0.25,0.54,0.14,0.95,0.07
jguard.csv,0.32,0.41,0.62,0.47,0.93,0.57,0.18,0.18,0.47,0.38,0.3,0.54,0.32,0.77
jitterbit.csv,0.73,0.92,0.72,0.5,0.13,0.3,0.98,0.09,0.33,0.25,0.68,0.05,0.37,0.98
jython.csv,0.95,0.85,0.9,1.0,0.9,1.0,0.04,1.0,0.87,0.88,0.05,0.84,0.37,0.55
personalaccess.csv,0.91,0.41,0.59,0.0,0.57,0.23,0.46,0.0,0.98,0.38,0.82,0.08,0.74,0.36
ppcboot.csv,0.95,0.69,0.69,0.73,0.37,0.7,0.91,0.27,0.58,0.88,0.63,0.41,0.84,0.86
repositorium.csv,0.55,0.38,0.72,0.17,0.27,0.3,0.94,0.82,0.65,0.5,0.25,0.24,0.74,0.68
unbvision.csv,0.82,0.44,0.93,0.27,0.57,0.9,0.41,0.0,0.67,0.88,0.46,0.22,0.79,0.14
wxstudio.csv,0.05,0.09,0.21,0.17,0.13,0.3,0.07,0.27,0.23,0.0,0.19,0.92,0.05,0.09
xbg.csv,0.5,0.34,0.21,0.0,0.1,0.13,0.22,0.0,0.05,0.88,0.16,0.24,0.16,0.05
