,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.99,0.51,0.77,0.04,0.67,0.53,0.74,0.87,0.6,0.68,0.66,0.82,0.54,0.92
elateportal.csv,1.0,0.77,0.71,0.87,0.66,0.83,0.83,0.85,0.76,0.56,0.67,0.72,0.8,0.0
gdis.csv,0.98,0.84,0.77,0.83,0.65,0.86,0.54,0.68,0.75,0.6,0.04,0.6,0.78,0.97
gzigzag.csv,0.55,0.79,0.07,0.77,0.87,0.77,0.95,0.56,0.8,0.79,0.82,0.89,0.74,0.93
icescrum.csv,0.44,0.63,0.63,0.8,0.76,0.68,0.8,1.04,0.73,0.75,0.55,0.87,0.05,0.95
jguard.csv,0.68,0.77,0.65,0.54,0.07,0.62,0.87,0.82,0.6,0.72,0.88,0.58,0.77,0.7
jitterbit.csv,0.84,0.08,0.53,1.01,0.88,0.71,0.97,0.91,0.67,0.76,0.98,0.96,0.67,0.67
jython.csv,0.05,0.79,0.92,1.0,0.88,0.91,0.96,0.99,1.01,0.95,0.95,0.77,0.73,0.95
personalaccess.csv,0.97,0.78,0.69,1.0,0.57,0.78,0.79,1.01,0.04,0.69,0.35,1.0,0.71,0.66
ppcboot.csv,0.16,0.58,0.68,0.42,0.74,0.75,0.1,0.74,0.53,0.6,0.53,0.95,0.71,0.22
repositorium.csv,1.0,0.69,0.88,0.84,0.79,0.71,0.94,0.18,0.91,0.57,0.85,0.81,0.79,0.36
unbvision.csv,0.24,0.57,0.8,0.73,0.69,0.1,0.65,1.01,0.72,0.76,0.57,1.02,0.78,1.0
wxstudio.csv,1.18,0.95,0.85,1.05,0.87,0.86,0.93,0.75,0.81,1.0,0.97,0.08,0.98,0.92
xbg.csv,0.5,0.66,0.8,1.0,0.91,0.87,0.78,1.0,0.95,0.12,0.86,0.77,0.84,0.95
