,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.27,0.57,0.47,0.99,0.51,0.68,0.44,0.21,0.48,0.42,0.46,0.33,0.69,0.11
elateportal.csv,0.0,0.4,0.35,0.35,0.44,0.27,0.32,0.3,0.31,0.54,0.49,0.44,0.35,1.0
gdis.csv,0.13,0.48,0.57,0.49,0.64,0.45,0.57,0.54,0.58,0.72,0.97,0.6,0.55,0.11
gzigzag.csv,0.5,0.25,0.94,0.27,0.16,0.27,0.06,0.5,0.24,0.29,0.22,0.13,0.3,0.09
icescrum.csv,0.63,0.43,0.48,0.24,0.42,0.38,0.33,0.0,0.33,0.29,0.56,0.17,0.96,0.09
jguard.csv,0.37,0.43,0.58,0.52,0.94,0.57,0.21,0.21,0.51,0.41,0.32,0.56,0.36,0.61
jitterbit.csv,0.49,0.93,0.68,0.31,0.16,0.35,0.13,0.11,0.38,0.29,0.27,0.06,0.41,0.7
jython.csv,0.96,0.55,0.32,0.0,0.39,0.33,0.05,0.05,0.0,0.2,0.06,0.56,0.4,0.38
personalaccess.csv,0.13,0.42,0.56,0.0,0.58,0.27,0.45,0.0,0.98,0.42,0.79,0.1,0.6,0.41
ppcboot.csv,0.93,0.65,0.6,0.72,0.4,0.57,0.92,0.31,0.6,0.72,0.63,0.37,0.63,0.85
repositorium.csv,0.31,0.42,0.42,0.2,0.31,0.35,0.24,0.85,0.4,0.53,0.28,0.28,0.53,0.71
unbvision.csv,0.82,0.49,0.54,0.32,0.54,0.92,0.45,0.0,0.57,0.59,0.51,0.24,0.55,0.16
wxstudio.csv,0.06,0.11,0.24,0.19,0.16,0.33,0.09,0.31,0.27,0.0,0.22,0.93,0.06,0.11
xbg.csv,0.55,0.39,0.25,0.0,0.12,0.16,0.26,0.0,0.06,0.9,0.19,0.28,0.19,0.06
