,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.09,0.49,0.21,0.97,0.38,0.36,0.5,0.07,0.92,0.17,0.86,0.34,0.48,0.8
elateportal.csv,0.0,0.24,0.36,0.42,0.43,0.21,0.43,0.07,0.87,0.22,0.84,0.43,0.32,1.0
gdis.csv,0.12,0.25,0.26,0.53,0.4,0.2,0.68,0.12,0.84,0.18,1.0,0.5,0.38,0.67
gzigzag.csv,0.67,0.45,1.0,1.0,0.4,0.58,1.0,0.33,0.93,0.12,1.0,0.67,0.71,1.0
icescrum.csv,0.35,0.54,0.32,0.86,0.32,0.53,0.47,0.0,0.94,0.4,0.89,0.62,1.0,0.75
jguard.csv,0.54,0.24,0.27,0.88,1.0,0.31,0.4,0.22,0.89,0.13,0.71,0.54,0.35,0.89
jitterbit.csv,0.12,0.99,0.33,0.41,0.29,0.53,0.53,0.25,0.95,0.22,0.76,0.18,0.5,0.91
jython.csv,1.0,0.29,0.23,0.55,0.36,0.28,0.83,0.11,0.81,0.12,1.0,0.46,0.37,0.83
personalaccess.csv,0.12,0.23,0.25,0.0,0.45,0.41,0.47,0.0,0.99,0.16,0.92,0.14,0.4,0.94
ppcboot.csv,0.48,0.35,0.26,0.73,0.34,0.27,0.96,0.19,0.9,0.18,0.88,0.29,0.42,0.97
repositorium.csv,0.08,0.32,0.21,0.71,0.32,0.5,0.53,1.0,0.79,0.21,0.74,0.39,0.37,0.97
unbvision.csv,0.44,0.62,0.27,0.89,0.36,1.0,0.63,0.0,0.84,0.15,0.93,0.2,0.38,0.67
wxstudio.csv,0.01,0.12,0.18,0.24,0.5,0.17,0.53,0.18,0.82,0.0,0.61,1.0,0.11,0.8
xbg.csv,0.79,0.62,0.43,0.0,0.3,0.67,0.85,0.0,0.86,1.0,0.82,0.6,0.75,1.0
