,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,1.0,0.4,0.38,0.39,0.81
intact.csv,0.52,0.97,0.41,0.56,0.47
miranda-icq.csv,0.22,0.3,0.99,0.6,0.53
ofbiz.csv,0.5,0.37,0.29,0.17,1.0
roolo.csv,0.16,0.04,0.07,1.0,0.28
