,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.34,0.62,0.13,0.35,0.48,0.4,0.28,0.22,0.36,0.13,0.47,0.48,0.31,0.28,0.42,0.1,0.29,0.14,0.13,0.3
etherboot.csv,0.0,0.51,0.01,0.49,0.0,0.55,0.0,0.73,0.57,0.0,0.0,0.0,0.63,0.59,0.07,0.21,0.0,0.0,0.0,0.0
gebr.csv,0.24,0.58,0.63,0.52,0.24,0.45,0.67,0.05,0.27,0.48,0.0,0.05,0.71,0.5,0.17,0.65,0.3,0.09,0.05,0.24
gpac.csv,0.04,0.0,0.13,0.17,0.05,0.27,0.61,0.36,0.0,0.68,0.0,0.68,0.47,0.0,0.54,0.34,0.52,0.31,0.09,0.54
gstreamer.csv,0.68,0.44,0.66,0.7,0.65,0.59,0.66,0.58,0.54,0.46,0.13,0.65,0.51,0.39,0.63,0.57,0.62,0.64,0.71,0.54
kml.csv,0.55,0.43,0.48,0.54,0.5,0.7,0.5,0.44,0.27,0.0,0.0,0.71,0.64,0.21,0.47,0.79,0.7,0.27,0.05,0.05
ktc.csv,0.77,0.44,0.66,0.67,0.61,0.24,0.56,0.44,0.44,0.53,0.24,0.58,0.5,0.52,0.6,0.61,0.56,0.52,0.58,0.67
mbse.csv,0.64,0.61,0.57,0.55,0.46,0.31,0.58,0.47,0.26,0.43,0.0,0.65,0.55,0.46,0.71,0.45,0.48,0.68,0.47,0.64
miranda.csv,0.6,0.0,0.66,0.11,0.0,0.28,0.18,0.57,0.51,0.11,0.0,0.33,0.0,0.59,0.68,0.07,0.01,0.28,0.0,0.73
neoengine.csv,0.53,0.17,0.68,0.73,0.57,0.57,0.54,0.65,0.44,0.42,0.63,0.3,0.48,0.65,0.73,0.65,0.7,0.41,0.62,0.49
nicepress.csv,0.59,0.51,0.44,0.69,0.65,0.51,0.7,0.75,0.51,0.41,0.51,0.05,0.65,0.46,0.52,0.64,0.6,0.14,0.62,0.51
omseek.csv,0.28,0.0,0.11,0.2,0.19,0.0,0.2,0.1,0.21,0.02,0.25,0.06,0.17,0.12,0.61,0.04,0.25,0.43,0.07,0.28
pcsx2.csv,0.69,0.59,0.47,0.61,0.47,0.45,0.5,0.58,0.44,0.63,0.52,0.0,0.0,0.34,0.69,0.6,0.75,0.0,0.66,0.4
plplot.csv,0.46,0.44,0.39,0.3,0.48,0.44,0.36,0.57,0.49,0.38,0.33,0.0,0.36,0.73,0.38,0.63,0.65,0.0,0.59,0.65
rosegarden.csv,0.75,0.56,0.21,0.65,0.59,0.28,0.69,0.56,0.53,0.63,0.33,0.38,0.51,0.63,0.65,0.26,0.65,0.51,0.66,0.62
smarttag.csv,0.6,0.0,0.18,0.56,0.36,0.47,0.45,0.53,0.27,0.17,0.54,0.02,0.17,0.17,0.65,0.23,0.4,0.28,0.01,0.4
vapor.csv,0.0,0.45,0.55,0.74,0.52,0.16,0.13,0.66,0.57,0.05,0.0,0.51,0.71,0.6,0.65,0.5,0.16,0.6,0.07,0.0
wxjs.csv,0.09,0.0,0.02,0.0,0.0,0.26,0.0,0.0,0.06,0.02,0.0,0.0,0.0,0.06,0.0,0.07,0.01,0.87,0.02,0.0
zorannt.csv,0.48,0.62,0.26,0.71,0.57,0.59,0.25,0.37,0.27,0.66,0.46,0.3,0.33,0.48,0.66,0.67,0.63,0.73,0.43,0.57
zscreen.csv,0.67,0.23,0.53,0.56,0.68,0.72,0.6,0.56,0.57,0.66,0.49,0.13,0.58,0.68,0.7,0.62,0.66,0.33,0.63,0.33
