,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.3,0.6,0.11,0.3,0.48,0.39,0.25,0.19,0.32,0.11,0.43,0.45,0.27,0.24,0.39,0.08,0.25,0.12,0.11,0.26
etherboot.csv,0.0,0.8,0.01,0.91,0.0,0.5,0.0,0.75,0.55,0.0,1.0,0.0,0.6,0.57,0.06,1.0,0.0,0.0,0.0,0.0
gebr.csv,0.98,0.8,0.94,1.0,1.0,0.91,0.89,0.94,1.0,0.88,1.0,0.98,0.68,0.71,1.0,0.86,0.95,0.88,1.0,0.98
gpac.csv,0.03,1.0,1.0,1.0,0.92,0.98,0.62,1.0,1.0,0.68,1.0,0.71,0.93,1.0,1.0,0.86,0.91,0.38,0.99,0.55
gstreamer.csv,0.76,0.4,0.76,0.91,0.72,0.61,0.73,0.61,0.68,0.82,1.0,0.72,0.46,0.38,0.67,0.53,0.61,1.0,0.71,0.81
kml.csv,0.97,0.4,0.94,1.0,0.92,0.7,0.95,0.97,0.95,1.0,1.0,0.78,0.59,1.0,1.0,0.81,0.88,1.0,1.0,0.99
ktc.csv,0.77,0.4,0.63,0.65,0.6,0.2,0.52,0.39,0.41,0.52,0.21,0.54,0.44,0.48,0.58,0.56,0.53,0.5,0.54,0.67
mbse.csv,0.65,0.6,0.54,0.52,0.44,0.28,0.55,0.42,0.23,0.39,0.0,0.65,0.52,0.43,0.79,0.42,0.45,0.75,0.43,0.71
miranda.csv,0.61,0.0,0.67,0.09,0.0,0.24,0.15,0.56,0.5,0.09,0.0,0.29,0.0,0.57,0.79,0.06,0.01,0.25,1.0,0.78
neoengine.csv,0.49,1.0,0.67,0.78,0.84,0.54,0.5,0.67,0.41,0.95,0.71,0.98,0.43,0.62,0.88,0.81,0.88,0.38,0.82,0.94
nicepress.csv,0.56,0.8,0.86,0.7,0.64,0.48,0.7,0.75,0.68,0.91,0.5,0.98,0.69,0.76,0.48,0.75,0.78,0.12,0.88,0.89
omseek.csv,0.24,0.0,0.09,0.17,0.16,0.0,0.17,0.08,0.18,0.02,0.21,0.05,0.14,0.1,0.58,0.03,0.21,0.38,0.06,0.24
pcsx2.csv,0.78,1.0,0.42,0.57,0.44,0.91,0.46,0.61,0.41,0.68,0.5,1.0,0.99,0.29,0.7,0.56,0.78,0.0,0.69,0.95
plplot.csv,0.41,0.4,0.34,0.26,0.44,0.39,0.31,0.53,0.45,0.96,0.29,1.0,0.31,0.71,0.33,0.72,0.64,0.0,0.73,0.83
rosegarden.csv,0.82,0.6,0.99,0.7,0.68,0.24,0.68,0.53,0.91,0.68,0.29,0.98,0.46,0.62,0.67,0.22,0.73,0.62,0.83,0.89
smarttag.csv,0.58,0.0,0.15,0.57,0.32,0.43,0.41,0.5,0.23,0.14,0.5,0.02,0.14,0.14,0.67,0.19,0.35,0.25,0.01,0.35
vapor.csv,0.0,0.4,0.51,0.91,0.48,0.13,0.11,0.69,0.64,0.04,1.0,0.48,0.77,0.57,0.64,0.5,0.13,0.62,0.06,0.0
wxjs.csv,0.07,0.0,0.02,0.0,0.0,0.22,0.0,0.0,0.05,0.02,0.0,0.0,0.0,0.05,0.0,0.06,0.01,0.88,0.02,0.0
zorannt.csv,0.45,1.0,0.22,0.7,0.6,0.59,0.21,0.33,0.23,0.91,0.43,0.94,0.29,0.43,0.67,0.83,0.68,0.88,0.87,0.84
zscreen.csv,0.85,0.2,0.48,0.52,0.84,0.7,0.57,0.86,0.77,0.86,0.5,0.98,0.54,0.81,0.79,0.61,0.69,0.75,0.62,0.97
