,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.73,0.58,0.95,0.96,0.62,0.64,0.75,0.69,0.86,0.89,0.69,0.66,0.94,0.92,0.78,0.94,0.88,0.93,0.98,0.79
etherboot.csv,0.0,0.46,0.0,0.48,0.0,0.54,0.0,0.49,0.56,0.0,0.4,0.0,0.48,0.5,0.95,0.37,0.0,0.0,0.0,0.0
gebr.csv,0.36,0.4,0.41,0.46,0.39,0.38,0.42,0.42,0.42,0.36,0.4,0.36,0.43,0.47,0.43,0.32,0.43,0.39,0.39,0.34
gpac.csv,0.88,0.5,0.44,0.49,0.4,0.39,0.61,0.43,0.41,0.46,0.4,0.45,0.49,0.51,0.44,0.38,0.46,0.42,0.39,0.48
gstreamer.csv,0.44,0.48,0.46,0.47,0.41,0.46,0.44,0.51,0.45,0.33,0.4,0.45,0.52,0.62,0.5,0.54,0.45,0.36,0.41,0.35
kml.csv,0.37,0.45,0.45,0.46,0.4,0.5,0.43,0.43,0.41,0.32,0.4,0.44,0.48,0.51,0.42,0.41,0.43,0.38,0.39,0.35
ktc.csv,0.41,0.43,0.45,0.49,0.45,0.82,0.55,0.59,0.48,0.42,0.47,0.59,0.47,0.43,0.51,0.5,0.38,0.43,0.44,0.36
mbse.csv,0.43,0.44,0.44,0.48,0.47,0.62,0.5,0.56,0.54,0.53,0.0,0.4,0.43,0.56,0.46,0.43,0.43,0.37,0.5,0.34
miranda.csv,0.5,0.0,0.52,0.67,0.0,0.79,0.98,0.48,0.51,0.88,0.0,0.92,0.0,0.52,0.51,0.67,0.0,0.5,0.39,0.38
neoengine.csv,0.59,0.51,0.42,0.49,0.42,0.53,0.66,0.49,0.47,0.32,0.44,0.37,0.43,0.5,0.46,0.33,0.41,0.54,0.45,0.35
nicepress.csv,0.52,0.56,0.48,0.54,0.49,0.57,0.53,0.55,0.48,0.35,0.56,0.36,0.44,0.54,0.68,0.36,0.46,0.54,0.34,0.34
omseek.csv,0.97,0.0,0.92,0.8,0.92,0.0,0.95,0.86,0.91,0.5,0.62,0.8,0.93,0.75,0.71,0.0,0.83,0.93,0.93,0.92
pcsx2.csv,0.43,0.47,0.71,0.69,0.69,0.4,0.75,0.5,0.62,0.45,0.48,0.36,0.46,0.78,0.6,0.52,0.45,0.94,0.47,0.35
plplot.csv,0.66,0.59,0.79,0.94,0.72,0.67,0.9,0.69,0.63,0.34,0.73,0.36,0.68,0.56,0.88,0.37,0.48,0.7,0.4,0.37
rosegarden.csv,0.39,0.45,0.46,0.56,0.41,0.79,0.55,0.57,0.42,0.44,0.79,0.36,0.52,0.53,0.62,0.91,0.49,0.42,0.36,0.34
smarttag.csv,0.5,0.8,0.97,0.58,0.6,0.61,0.72,0.56,0.87,0.9,0.67,0.67,0.93,0.8,0.56,0.88,0.67,0.61,0.67,0.75
vapor.csv,0.0,0.69,0.53,0.46,0.55,0.86,0.94,0.47,0.45,0.67,0.4,0.6,0.42,0.5,0.54,0.41,0.96,0.43,0.93,0.0
wxjs.csv,0.95,0.0,0.8,0.0,0.5,0.92,0.0,0.0,0.8,0.67,0.0,0.0,0.0,0.5,0.0,0.75,0.86,0.73,0.86,0.8
zorannt.csv,0.58,0.45,0.97,0.46,0.49,0.42,0.9,0.61,0.75,0.34,0.47,0.36,0.53,0.53,0.51,0.31,0.4,0.4,0.38,0.31
zscreen.csv,0.4,0.62,0.63,0.64,0.44,0.51,0.63,0.48,0.49,0.38,0.43,0.37,0.53,0.6,0.49,0.47,0.5,0.44,0.46,0.35
