,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,0.55,0.0,0.27,0.47,0.6,0.21,0.96,0.13,0.78,0.27,0.43,0.44,0.5
gamestone.csv,0.4,1.0,0.46,0.3,0.53,0.26,0.37,0.27,0.55,0.25,0.27,0.32,0.55
gbif-providertoolkit.csv,0.32,0.0,0.09,0.12,1.0,0.17,0.06,0.35,0.0,0.31,0.16,0.44,0.26
growl-for-windows.csv,0.57,0.7,0.64,0.56,0.75,0.47,0.64,0.41,0.24,0.58,0.62,0.98,0.45
gss.csv,0.65,0.7,0.59,0.57,0.64,0.63,0.44,0.6,0.61,0.43,1.0,0.6,0.65
heekscad.csv,1.0,0.62,0.66,0.69,0.68,0.61,0.51,0.51,0.67,0.65,0.67,0.4,0.59
igarden.csv,0.16,0.15,0.24,0.95,0.0,0.12,0.48,0.04,0.5,0.07,0.27,0.17,0.33
levent.csv,0.66,0.64,0.67,0.52,0.6,0.97,0.54,0.5,0.61,0.42,0.48,0.47,0.43
openmsx.csv,0.65,0.45,0.43,0.39,0.46,0.46,0.56,0.96,0.55,0.29,0.38,0.52,0.58
pnotepad.csv,0.53,0.56,0.59,0.13,0.35,0.7,0.0,0.47,0.0,0.98,0.34,0.37,0.58
quark.csv,0.23,0.0,0.32,0.12,0.09,0.0,0.17,0.04,1.0,0.07,0.09,0.04,0.19
tango-cs.csv,0.62,0.41,0.47,0.58,0.58,0.26,0.17,0.49,0.09,0.57,0.56,0.49,0.94
xcsoar.csv,0.59,0.29,0.9,0.5,0.57,0.48,0.55,0.32,0.63,0.39,0.56,0.34,0.61
