,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,0.54,1.01,0.77,0.59,0.51,0.84,0.05,0.89,0.45,0.77,0.79,0.62,0.73
gamestone.csv,0.66,0.0,0.6,0.78,0.59,0.78,0.71,0.81,0.6,0.79,0.77,0.74,0.68
gbif-providertoolkit.csv,0.83,1.04,0.93,0.91,0.0,0.88,0.95,0.73,1.04,0.76,0.89,0.61,0.79
growl-for-windows.csv,0.76,0.63,0.5,0.69,0.59,0.68,0.57,0.71,0.94,0.53,0.54,0.03,0.81
gss.csv,0.47,0.63,0.75,0.77,0.68,0.56,0.88,0.68,0.73,0.89,0.0,0.71,0.61
heekscad.csv,0.0,0.54,0.49,0.53,0.61,0.67,0.76,0.78,0.71,0.58,0.48,0.92,0.75
igarden.csv,0.87,0.88,0.81,0.07,1.0,0.9,0.58,0.97,0.58,0.94,0.77,0.87,0.74
levent.csv,0.45,0.45,0.46,0.7,0.62,0.04,0.71,0.72,0.57,0.69,0.59,0.65,0.78
openmsx.csv,0.59,0.86,0.81,0.88,0.67,0.85,0.5,0.05,0.78,1.0,0.84,0.77,0.71
pnotepad.csv,0.81,0.78,0.78,0.97,0.9,0.54,1.03,0.85,1.0,0.02,0.92,0.89,0.78
quark.csv,0.81,1.0,0.73,0.9,0.93,1.0,0.86,0.97,0.0,0.94,0.93,0.97,0.85
tango-cs.csv,0.63,0.73,0.61,0.61,0.58,0.78,0.9,0.69,0.98,0.55,0.68,0.66,0.07
xcsoar.csv,0.5,0.78,0.12,0.64,0.61,0.6,0.68,0.76,0.6,0.68,0.55,0.86,0.6
