,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,0.63,0.88,0.93,0.91,0.81,0.86,0.65,0.9,0.48,0.82,0.58,0.94,0.5
gamestone.csv,0.48,0.88,0.59,0.65,0.5,0.62,0.57,0.59,0.41,0.6,0.75,0.54,0.35
gbif-providertoolkit.csv,0.95,0.93,0.89,0.92,0.93,0.92,0.5,0.98,0.93,0.87,0.88,0.93,0.95
growl-for-windows.csv,0.48,0.46,0.44,0.42,0.48,0.58,0.43,0.46,0.34,0.57,0.44,0.57,0.41
gss.csv,0.38,0.46,0.41,0.34,0.33,0.52,0.31,0.43,0.33,0.49,0.4,0.54,0.31
heekscad.csv,0.44,0.44,0.4,0.43,0.39,0.41,0.39,0.41,0.34,0.41,0.44,0.38,0.36
igarden.csv,0.91,0.5,0.95,0.7,0.0,0.83,0.82,0.67,0.71,0.67,0.86,0.86,0.73
levent.csv,0.44,0.56,0.42,0.42,0.42,0.51,0.38,0.46,0.5,0.57,0.62,0.45,0.49
openmsx.csv,0.47,0.47,0.55,0.35,0.76,0.69,0.75,0.68,0.43,0.56,0.68,0.65,0.52
pnotepad.csv,0.45,0.47,0.36,0.32,0.36,0.38,0.28,0.39,0.34,0.4,0.35,0.43,0.34
quark.csv,0.83,0.0,0.94,0.8,0.67,0.0,0.67,0.67,0.85,0.67,0.5,0.0,0.92
tango-cs.csv,0.56,0.57,0.69,0.46,0.65,0.92,0.91,0.66,0.34,0.59,0.45,0.79,0.62
xcsoar.csv,0.48,0.64,0.47,0.48,0.43,0.56,0.39,0.61,0.39,0.58,0.45,0.45,0.37
