,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,0.77,0.0,0.87,0.59,0.31,0.64,1.0,0.7,0.33,1.0,0.54,0.88,0.38
gamestone.csv,0.82,1.0,0.72,0.31,0.25,0.85,0.5,0.38,0.26,1.0,0.88,0.77,0.41
gbif-providertoolkit.csv,0.52,0.0,0.44,0.23,1.0,0.58,0.5,0.48,0.0,0.87,0.5,0.93,0.53
growl-for-windows.csv,0.63,0.18,0.59,0.32,0.25,0.71,0.5,0.44,0.21,0.9,0.7,1.0,0.33
gss.csv,0.78,0.18,0.49,0.32,0.2,0.76,0.34,0.44,0.23,0.78,1.0,0.69,0.46
heekscad.csv,1.0,0.2,0.6,0.41,0.22,0.71,0.39,0.38,0.26,0.87,0.74,0.56,0.43
igarden.csv,0.91,0.5,0.58,0.97,0.0,0.83,0.82,0.67,0.35,1.0,1.0,0.71,0.5
levent.csv,0.79,0.28,0.63,0.31,0.21,1.0,0.41,0.4,0.27,0.86,0.81,0.73,0.35
openmsx.csv,0.7,0.14,0.37,0.31,0.21,0.62,0.69,1.0,0.22,0.75,0.5,0.65,0.41
pnotepad.csv,0.66,0.15,0.5,0.31,0.18,0.77,0.35,0.39,0.2,1.0,0.58,0.67,0.45
quark.csv,0.83,0.0,0.83,0.6,0.33,0.0,1.0,0.67,1.0,1.0,1.0,1.0,0.58
tango-cs.csv,0.67,0.13,0.62,0.36,0.24,0.92,0.27,0.42,0.2,0.9,0.62,0.71,1.0
xcsoar.csv,0.8,0.14,0.94,0.36,0.22,0.84,0.43,0.44,0.25,0.89,0.73,0.55,0.47
