,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.4,0.59,0.52,0.65,0.62,0.68,0.63,0.64,0.67,0.61,0.69,0.65,0.0,0.6,0.67,0.71,0.63,0.97,0.48,0.37
bl-toolkit.csv,0.49,0.64,0.32,0.6,0.53,0.97,0.67,0.52,0.56,0.21,0.67,0.73,0.44,0.53,0.69,0.0,0.05,0.68,0.0,0.53
capcode.csv,0.86,0.41,0.57,0.42,0.27,0.49,0.48,0.36,0.3,0.17,0.22,0.47,0.33,0.32,0.58,0.3,0.63,0.47,0.37,0.25
gebr.csv,0.57,0.6,0.56,0.65,0.58,0.7,0.44,0.46,0.62,0.17,0.93,0.61,0.5,0.61,0.54,0.62,0.6,0.64,0.37,0.6
gpac.csv,0.59,0.37,0.71,0.44,0.57,0.47,0.42,0.45,0.96,0.21,0.4,0.41,0.16,0.33,0.62,0.33,0.49,0.63,0.43,0.38
gretl.csv,0.05,0.56,0.32,0.43,0.68,0.67,0.27,0.54,0.55,0.32,0.67,0.99,0.2,0.71,0.4,0.62,0.36,0.53,0.17,0.32
kindb.csv,0.54,0.55,0.31,0.51,0.58,0.32,0.67,0.68,0.62,0.7,0.56,0.61,0.51,0.65,0.54,0.98,0.55,0.58,0.55,0.68
kowari.csv,0.0,0.39,0.78,0.31,0.0,0.38,0.51,0.26,0.17,0.29,0.19,0.41,1.0,0.44,0.52,0.3,0.24,0.42,0.23,0.61
libtorrent.csv,0.62,0.64,0.49,0.7,0.59,0.52,0.56,0.4,0.61,0.13,0.64,0.69,0.23,1.0,0.64,0.75,0.55,0.66,0.05,0.55
linuxsh.csv,0.28,0.53,1.0,0.23,0.41,0.45,0.47,0.52,0.38,0.38,0.39,0.47,0.44,0.45,0.53,0.48,0.32,0.51,0.52,0.53
lmms.csv,0.7,0.97,0.51,0.24,0.37,0.58,0.62,0.67,0.54,0.61,0.55,0.61,0.85,0.58,0.54,0.62,0.62,0.62,0.5,0.59
lufa-lib.csv,0.45,0.46,0.55,0.71,0.27,0.66,0.54,0.44,0.46,0.27,0.43,0.43,0.33,0.44,0.66,0.32,0.98,0.35,0.46,0.52
mbse.csv,0.55,0.48,0.21,0.37,0.54,0.41,0.39,0.46,0.48,0.91,0.33,0.45,0.58,0.53,0.43,0.52,0.5,0.48,0.39,0.58
mcmc-jags.csv,0.26,0.65,0.66,1.0,0.33,0.42,0.75,0.6,0.54,0.2,0.55,0.53,0.5,0.56,0.73,0.69,0.65,0.62,0.56,0.63
miranda.csv,0.63,0.62,0.69,0.57,0.36,0.32,0.57,0.6,0.53,0.58,0.51,0.54,0.72,0.67,0.53,0.6,0.57,0.56,0.58,0.99
modellus.csv,0.46,0.4,0.59,0.16,0.06,0.49,0.43,0.45,0.19,0.36,0.2,0.37,0.17,0.44,0.98,0.33,0.6,0.57,0.33,0.57
mplayer-ce.csv,0.56,0.52,0.7,0.46,0.4,0.58,0.6,0.54,0.54,0.43,0.53,0.61,0.47,0.52,0.61,0.51,0.53,0.52,0.95,0.55
nicepress.csv,0.53,0.35,0.0,0.16,0.17,0.3,0.97,0.51,0.37,0.67,0.44,0.31,0.57,0.33,0.19,0.11,0.57,0.41,0.49,0.38
sbml.csv,0.72,0.6,0.41,0.61,0.61,0.58,0.68,0.96,0.6,0.68,0.52,0.6,0.6,0.74,0.7,0.52,0.4,0.63,0.57,0.6
scite-ru.csv,0.47,0.66,0.61,0.52,0.9,0.21,0.56,0.62,0.09,0.27,0.52,0.5,0.05,0.55,0.46,0.59,0.55,0.63,0.0,0.56
