,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.14,0.68,0.15,0.36,0.33,0.76,0.4,0.75,0.64,0.29,0.83,0.9,0.08,0.86,0.57,0.76,0.52,0.98,0.44,0.67
bl-toolkit.csv,0.14,0.71,0.17,0.36,0.34,0.98,0.41,0.68,0.59,0.25,0.82,0.88,0.07,0.88,0.61,0.64,0.43,0.87,0.45,0.68
capcode.csv,1.0,0.67,0.18,0.23,0.17,0.74,0.3,0.59,0.45,0.29,0.73,0.79,0.15,0.82,0.56,0.48,0.48,0.8,0.44,0.55
gebr.csv,0.16,0.68,0.2,0.32,0.3,0.77,0.37,0.71,0.58,0.25,0.97,0.85,0.09,0.86,0.54,0.71,0.46,0.86,0.46,0.7
gpac.csv,0.23,0.63,0.23,0.33,0.3,0.84,0.35,0.78,1.0,0.21,0.89,0.82,0.03,0.9,0.59,0.83,0.47,0.91,0.44,0.62
gretl.csv,0.12,0.68,0.17,0.27,0.36,0.75,0.34,0.72,0.57,0.24,0.86,0.99,0.08,0.91,0.52,0.72,0.41,0.84,0.45,0.66
kindb.csv,0.15,0.74,0.15,0.44,0.39,0.74,0.62,0.78,0.58,0.33,0.79,0.91,0.1,0.89,0.62,1.0,0.44,0.9,0.46,0.74
kowari.csv,0.0,0.81,0.33,0.31,0.0,0.68,0.33,0.85,0.73,0.59,0.76,0.81,1.0,0.91,0.78,0.82,0.56,0.89,0.6,0.76
libtorrent.csv,0.17,0.7,0.19,0.39,0.33,0.69,0.35,0.72,0.58,0.25,0.76,0.87,0.08,1.0,0.56,0.82,0.44,0.86,0.45,0.69
linuxsh.csv,0.1,0.65,1.0,0.17,0.23,0.64,0.29,0.71,0.51,0.26,0.65,0.79,0.07,0.81,0.48,0.64,0.36,0.8,0.48,0.66
lmms.csv,0.22,0.99,0.17,0.25,0.32,0.73,0.38,0.79,0.54,0.32,0.89,0.85,0.16,0.88,0.67,0.71,0.47,0.89,0.44,0.69
lufa-lib.csv,0.15,0.7,0.16,0.35,0.21,0.77,0.36,0.64,0.5,0.36,0.64,0.8,0.09,0.85,0.58,0.62,1.0,0.78,0.45,0.67
mbse.csv,0.15,0.6,0.14,0.19,0.28,0.6,0.3,0.67,0.49,0.97,0.66,0.78,0.12,0.84,0.45,0.69,0.43,0.79,0.54,0.71
mcmc-jags.csv,0.13,0.7,0.21,0.94,0.29,0.69,0.54,0.73,0.53,0.24,0.88,0.82,0.09,0.87,0.64,0.85,0.54,0.88,0.47,0.71
miranda.csv,0.19,0.74,0.25,0.57,0.25,0.67,0.43,0.77,0.53,0.27,0.82,0.89,0.12,0.89,0.68,0.77,0.5,0.86,0.47,0.99
modellus.csv,0.2,0.74,0.35,1.0,1.0,0.77,0.44,0.79,0.5,0.56,1.0,0.84,0.06,0.95,1.0,0.83,0.54,0.97,0.59,0.73
mplayer-ce.csv,0.17,0.64,0.22,0.23,0.23,0.71,0.4,0.7,0.53,0.25,0.7,0.89,0.11,0.84,0.55,0.66,0.52,0.83,0.99,0.69
nicepress.csv,0.23,0.74,0.0,0.4,0.27,0.93,0.95,0.9,0.72,0.32,0.95,0.95,0.11,1.0,0.48,1.0,0.51,0.96,0.46,0.7
sbml.csv,0.2,0.7,0.12,0.39,0.32,0.76,0.44,0.97,0.59,0.35,0.85,0.93,0.09,0.94,0.62,0.7,0.38,0.85,0.48,0.68
scite-ru.csv,0.14,0.71,0.21,0.64,0.79,0.69,0.5,0.78,0.54,0.25,0.84,0.9,0.07,0.86,0.53,0.7,0.42,0.85,0.45,0.69
