,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.24,0.76,0.25,0.47,0.47,0.81,0.55,0.8,0.68,0.43,0.77,0.76,0.15,0.85,0.67,0.83,0.58,0.98,0.57,0.78
bl-toolkit.csv,0.21,0.71,0.28,0.45,0.42,0.98,0.54,0.62,0.73,0.4,0.75,0.88,0.12,0.64,0.67,0.73,0.6,0.83,0.62,0.77
capcode.csv,0.91,0.47,0.27,0.29,0.2,0.57,0.38,0.43,0.34,0.19,0.31,0.65,0.2,0.42,0.58,0.41,0.58,0.6,0.38,0.31
gebr.csv,0.27,0.74,0.33,0.47,0.42,0.8,0.54,0.78,0.68,0.4,0.95,0.84,0.16,0.86,0.68,0.72,0.59,0.89,0.62,0.79
gpac.csv,0.33,0.44,0.36,0.36,0.41,0.56,0.37,0.53,0.97,0.2,0.5,0.51,0.04,0.44,0.61,0.43,0.47,0.73,0.42,0.45
gretl.csv,0.22,0.76,0.28,0.41,0.5,0.8,0.5,0.78,0.68,0.38,0.75,1.0,0.14,0.82,0.67,0.77,0.55,0.84,0.62,0.76
kindb.csv,0.24,0.62,0.19,0.45,0.46,0.41,0.63,0.77,0.68,0.47,0.64,0.72,0.18,0.77,0.57,0.99,0.5,0.69,0.52,0.74
kowari.csv,0.0,0.48,0.47,0.29,0.0,0.45,0.4,0.35,0.24,0.35,0.27,0.52,1.0,0.56,0.58,0.4,0.29,0.53,0.29,0.67
libtorrent.csv,0.28,0.76,0.32,0.51,0.48,0.72,0.48,0.82,0.68,0.4,0.77,0.88,0.14,1.0,0.68,0.81,0.5,0.82,0.62,0.79
linuxsh.csv,0.15,0.6,1.0,0.26,0.34,0.62,0.38,0.61,0.6,0.41,0.63,0.64,0.12,0.69,0.55,0.63,0.32,0.7,0.5,0.61
lmms.csv,0.35,0.98,0.28,0.22,0.33,0.66,0.5,0.75,0.56,0.42,0.65,0.76,0.27,0.7,0.57,0.72,0.56,0.72,0.55,0.69
lufa-lib.csv,0.22,0.53,0.26,0.49,0.22,0.74,0.51,0.53,0.48,0.28,0.57,0.74,0.14,0.56,0.65,0.4,0.99,0.45,0.44,0.59
mbse.csv,0.24,0.56,0.16,0.28,0.41,0.49,0.33,0.55,0.51,0.93,0.67,0.62,0.2,0.72,0.43,0.6,0.46,0.62,0.42,0.65
mcmc-jags.csv,0.23,0.74,0.34,0.97,0.29,0.77,0.64,0.76,0.6,0.38,0.65,0.68,0.16,0.68,0.7,0.75,0.6,0.74,0.53,0.7
miranda.csv,0.3,0.68,0.37,0.55,0.29,0.39,0.49,0.68,0.55,0.38,0.6,0.65,0.21,0.8,0.57,0.67,0.53,0.68,0.55,0.99
modellus.csv,0.27,0.48,0.43,0.24,0.09,0.57,0.41,0.54,0.24,0.4,0.3,0.48,0.09,0.55,0.98,0.43,0.56,0.67,0.39,0.63
mplayer-ce.csv,0.26,0.59,0.36,0.3,0.29,0.69,0.49,0.64,0.57,0.31,0.67,0.72,0.18,0.66,0.61,0.6,0.52,0.64,0.96,0.63
nicepress.csv,0.32,0.44,0.0,0.2,0.19,0.41,0.96,0.61,0.44,0.45,0.55,0.42,0.18,0.44,0.24,0.16,0.53,0.53,0.47,0.46
sbml.csv,0.33,0.66,0.19,0.47,0.46,0.66,0.55,0.97,0.62,0.47,0.61,0.7,0.16,0.83,0.68,0.79,0.37,0.78,0.53,0.7
scite-ru.csv,0.25,0.73,0.32,0.54,0.84,0.8,0.51,0.71,0.69,0.39,0.61,0.61,0.13,0.68,0.68,0.69,0.52,0.78,0.62,0.63
