,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.87,0.73,0.71,0.43,0.71,0.64,0.72,0.69,0.49,0.73,0.37,0.37,1.0,0.72,0.6,0.62,0.46,0.07,0.81,0.89
bl-toolkit.csv,0.54,0.55,0.91,0.38,0.4,0.05,0.58,0.62,0.79,0.95,0.39,0.57,0.54,0.39,0.49,1.0,0.99,0.57,1.0,0.8
capcode.csv,0.0,0.33,0.6,0.48,0.46,0.36,0.64,0.56,0.38,0.11,0.18,0.7,0.14,0.33,0.47,0.81,0.61,0.57,0.36,0.35
gebr.csv,0.75,0.71,0.8,0.71,0.67,0.55,0.86,0.84,0.68,0.96,0.08,0.7,0.81,0.72,0.8,0.62,0.72,0.71,0.89,0.74
gpac.csv,0.34,0.37,0.62,0.29,0.58,0.18,0.38,0.28,0.0,0.23,0.11,0.4,0.47,0.17,0.44,0.12,0.39,0.29,0.42,0.42
gretl.csv,0.99,0.77,0.91,0.86,0.58,0.64,0.93,0.78,0.77,0.91,0.29,0.03,0.95,0.39,0.88,0.69,0.89,0.79,0.96,0.91
kindb.csv,0.75,0.34,0.31,0.21,0.37,0.23,0.2,0.5,0.68,0.55,0.37,0.27,0.83,0.44,0.33,0.0,0.54,0.29,0.56,0.5
kowari.csv,0.14,0.15,0.33,0.21,0.25,0.36,0.57,0.09,0.06,0.06,0.13,0.43,0.0,0.22,0.13,0.12,0.12,0.21,0.1,0.37
libtorrent.csv,0.69,0.66,0.84,0.4,0.75,0.77,0.72,0.88,0.7,0.97,0.63,0.63,0.94,0.0,0.69,0.38,0.57,0.57,0.99,0.79
linuxsh.csv,0.37,0.53,0.0,0.93,0.83,0.77,0.72,0.5,0.87,0.89,0.84,0.67,0.5,0.78,0.69,0.75,0.38,0.71,0.47,0.56
lmms.csv,0.44,0.01,0.8,0.21,0.29,0.5,0.61,0.47,0.6,0.43,0.16,0.57,0.47,0.44,0.24,0.62,0.57,0.36,0.79,0.63
lufa-lib.csv,0.41,0.34,0.65,0.52,0.37,0.5,0.78,0.59,0.55,0.14,0.74,0.83,0.26,0.39,0.55,0.38,0.0,0.43,0.45,0.5
mbse.csv,0.55,0.64,0.22,0.83,0.73,0.64,0.43,0.56,0.66,0.01,0.89,0.7,0.37,0.67,0.49,0.5,0.49,0.64,0.25,0.49
mcmc-jags.csv,0.93,0.62,0.69,0.02,0.29,0.86,0.35,0.69,0.72,0.95,0.18,0.6,0.81,0.44,0.45,0.25,0.43,0.43,0.56,0.54
miranda.csv,0.48,0.41,0.44,0.14,0.4,0.32,0.38,0.44,0.6,0.6,0.26,0.3,0.56,0.5,0.23,0.38,0.41,0.43,0.62,0.03
modellus.csv,0.28,0.23,0.2,0.0,0.0,0.32,0.26,0.25,0.19,0.08,0.0,0.3,0.19,0.11,0.0,0.12,0.38,0.07,0.17,0.4
mplayer-ce.csv,0.49,0.56,0.64,0.57,0.52,0.64,0.51,0.59,0.64,0.38,0.68,0.37,0.31,0.56,0.55,0.62,0.35,0.5,0.01,0.5
nicepress.csv,0.28,0.21,0.18,0.07,0.15,0.05,0.03,0.12,0.15,0.53,0.05,0.07,0.44,0.0,0.17,0.0,0.4,0.07,0.46,0.28
sbml.csv,0.61,0.51,0.69,0.33,0.69,0.41,0.51,0.06,0.55,0.42,0.21,0.2,0.63,0.28,0.47,0.81,0.45,0.57,0.54,0.63
scite-ru.csv,0.83,0.56,0.47,0.1,0.1,0.95,0.28,0.44,0.98,0.93,0.24,0.23,0.99,0.5,0.85,0.62,0.69,0.57,1.0,0.51
