,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.38,0.41,0.39,0.5,0.4,0.43,0.43,0.4,0.45,0.39,0.44,0.46,0.35,0.34,0.41,0.41,0.55,0.39,0.4,0.35
bl-toolkit.csv,0.43,0.47,0.48,0.64,0.56,0.48,0.53,0.51,0.36,0.38,0.47,0.4,0.49,0.52,0.41,0.49,0.52,0.39,0.37,0.37
capcode.csv,0.9,0.78,0.68,0.73,0.79,0.58,0.59,0.68,0.88,0.97,0.96,0.73,0.92,0.79,0.48,0.84,0.73,0.65,0.88,0.94
gebr.csv,0.33,0.41,0.42,0.5,0.46,0.42,0.43,0.37,0.34,0.35,0.46,0.4,0.33,0.34,0.36,0.49,0.51,0.35,0.34,0.33
gpac.csv,0.52,0.63,0.5,0.67,0.4,0.68,0.62,0.62,0.49,0.95,0.74,0.61,0.55,0.77,0.44,0.83,0.66,0.45,0.65,0.6
gretl.csv,0.38,0.4,0.47,0.49,0.36,0.42,0.45,0.41,0.36,0.38,0.46,0.44,0.36,0.41,0.4,0.41,0.55,0.37,0.38,0.36
kindb.csv,0.35,0.42,0.5,0.69,0.35,0.47,0.43,0.36,0.3,0.34,0.48,0.33,0.31,0.34,0.41,0.39,0.44,0.39,0.4,0.31
kowari.csv,0.9,0.65,0.7,0.77,0.92,0.72,0.62,0.8,0.91,0.96,0.95,0.63,0.86,0.53,0.63,0.64,0.96,0.54,0.99,0.41
libtorrent.csv,0.37,0.39,0.44,0.46,0.33,0.49,0.49,0.38,0.38,0.36,0.47,0.41,0.34,0.37,0.38,0.33,0.44,0.37,0.37,0.33
linuxsh.csv,0.76,0.55,0.91,0.49,0.39,0.51,0.53,0.54,0.39,0.38,0.63,0.65,0.62,0.51,0.46,0.52,0.9,0.47,0.54,0.48
lmms.csv,0.4,0.49,0.51,0.75,0.73,0.51,0.47,0.43,0.43,0.55,0.54,0.45,0.43,0.43,0.5,0.46,0.49,0.44,0.39,0.38
lufa-lib.csv,0.53,0.61,0.58,0.59,0.92,0.57,0.47,0.66,0.6,0.98,0.73,0.53,0.91,0.57,0.44,0.88,0.74,0.63,0.55,0.53
mbse.csv,0.57,0.58,0.64,0.53,0.43,0.66,0.65,0.59,0.43,0.78,0.58,0.59,0.52,0.49,0.64,0.5,0.68,0.51,0.55,0.44
mcmc-jags.csv,0.38,0.44,0.5,0.75,0.81,0.44,0.44,0.43,0.4,0.38,0.49,0.51,0.36,0.48,0.42,0.48,0.57,0.44,0.54,0.42
miranda.csv,0.45,0.45,0.53,0.57,0.5,0.71,0.52,0.42,0.45,0.48,0.5,0.45,0.44,0.4,0.52,0.38,0.47,0.44,0.46,0.4
modellus.csv,0.72,0.58,0.82,0.5,0.0,0.67,0.66,0.64,0.94,0.97,0.88,0.65,0.88,0.55,0.48,0.83,0.62,0.51,0.78,0.51
mplayer-ce.csv,0.55,0.56,0.51,0.58,0.57,0.54,0.55,0.47,0.45,0.66,0.59,0.45,0.81,0.48,0.49,0.59,0.71,0.51,0.61,0.48
nicepress.csv,0.5,0.58,0.7,0.8,0.91,0.86,0.57,0.54,0.8,0.44,0.53,0.63,0.39,0.67,0.9,0.67,0.62,0.6,0.47,0.57
sbml.csv,0.37,0.39,0.4,0.39,0.34,0.45,0.45,0.39,0.33,0.39,0.4,0.34,0.31,0.34,0.35,0.43,0.4,0.35,0.39,0.33
scite-ru.csv,0.43,0.49,0.64,0.91,0.62,0.41,0.63,0.51,0.33,0.38,0.57,0.56,0.36,0.52,0.41,0.55,0.59,0.49,0.37,0.52
