,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.83,0.85,0.64,0.67,0.86,0.88,0.92,0.87,0.73,0.89,0.71,0.66,1.0,0.84,0.81,0.91,0.66,0.98,0.79,0.94
bl-toolkit.csv,0.5,0.72,0.91,0.6,0.52,0.98,0.78,0.57,0.95,0.98,0.69,0.88,0.43,0.51,0.76,0.85,1.0,0.8,1.0,0.89
capcode.csv,0.83,0.37,0.64,0.4,0.24,0.46,0.53,0.34,0.27,0.14,0.19,0.55,0.29,0.28,0.59,0.35,0.75,0.48,0.33,0.22
gebr.csv,0.83,0.82,1.0,0.93,0.71,0.82,0.97,0.87,0.8,0.98,0.93,0.83,0.86,0.86,0.93,0.74,0.83,0.92,0.92,0.9
gpac.csv,0.58,0.34,0.91,0.4,0.62,0.42,0.39,0.41,0.95,0.18,0.35,0.38,0.14,0.29,0.64,0.29,0.47,0.61,0.4,0.35
gretl.csv,0.83,0.87,0.91,0.87,0.81,0.86,0.92,0.86,0.84,0.89,0.66,1.0,0.86,0.74,0.95,0.82,0.83,0.85,0.97,0.91
kindb.csv,0.75,0.53,0.27,0.47,0.57,0.28,0.64,0.75,0.8,0.82,0.54,0.59,1.0,0.68,0.52,0.97,0.58,0.56,0.59,0.74
kowari.csv,0.0,0.34,0.82,0.27,0.0,0.34,0.53,0.22,0.14,0.25,0.16,0.38,1.0,0.4,0.47,0.26,0.2,0.38,0.19,0.6
libtorrent.csv,0.83,0.83,1.0,0.73,0.9,0.76,0.75,0.95,0.82,1.0,0.78,0.89,0.86,1.0,0.87,0.79,0.59,0.77,0.98,0.93
linuxsh.csv,0.25,0.55,1.0,0.53,0.62,0.6,0.56,0.53,0.75,0.95,0.61,0.53,0.43,0.6,0.64,0.62,0.29,0.62,0.52,0.56
lmms.csv,0.75,0.97,0.82,0.2,0.33,0.6,0.72,0.72,0.59,0.62,0.51,0.68,1.0,0.59,0.5,0.74,0.69,0.61,0.75,0.7
lufa-lib.csv,0.42,0.43,0.64,0.8,0.24,0.72,0.86,0.45,0.46,0.23,0.51,0.69,0.29,0.41,0.74,0.29,0.98,0.32,0.44,0.52
mbse.csv,0.58,0.53,0.18,0.53,0.71,0.42,0.36,0.47,0.54,0.89,0.68,0.52,0.57,0.63,0.41,0.53,0.5,0.52,0.35,0.6
mcmc-jags.csv,0.83,0.79,0.91,1.0,0.29,0.86,0.78,0.79,0.7,0.91,0.51,0.58,0.86,0.56,0.79,0.68,0.67,0.64,0.6,0.69
miranda.csv,0.67,0.63,0.73,0.53,0.33,0.28,0.56,0.61,0.57,0.66,0.47,0.51,0.86,0.73,0.49,0.59,0.57,0.56,0.66,1.0
modellus.csv,0.42,0.36,0.55,0.13,0.05,0.46,0.39,0.41,0.16,0.31,0.17,0.33,0.14,0.39,0.97,0.29,0.59,0.52,0.29,0.56
mplayer-ce.csv,0.58,0.55,0.91,0.47,0.38,0.68,0.64,0.59,0.61,0.4,0.63,0.61,0.43,0.55,0.67,0.56,0.51,0.52,0.94,0.57
nicepress.csv,0.5,0.31,0.0,0.13,0.14,0.26,0.97,0.46,0.32,0.75,0.39,0.27,0.57,0.28,0.16,0.09,0.56,0.36,0.48,0.34
sbml.csv,0.92,0.63,0.45,0.6,0.81,0.58,0.75,0.97,0.66,0.71,0.48,0.56,0.71,0.74,0.76,0.91,0.37,0.71,0.6,0.71
scite-ru.csv,0.83,0.75,0.64,0.47,0.9,0.94,0.53,0.64,0.96,0.92,0.48,0.46,0.86,0.57,0.95,0.68,0.69,0.71,1.0,0.58
