,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.98,1.0,0.25,0.87,1.0,0.63,0.56,0.0,0.98,1.0,0.96
cubefs.csv,0.29,1.0,1.0,0.24,0.9,0.63,0.68,0.35,0.2,0.27,1.0
iaml.csv,0.17,0.05,0.42,0.17,0.43,0.34,0.32,0.09,0.37,0.73,0.08
ivataopenportal.csv,0.73,1.0,0.76,0.88,0.87,0.3,0.82,1.0,0.63,0.93,1.0
mb-unit.csv,0.93,0.0,0.56,0.45,1.0,0.87,0.49,0.03,0.63,0.6,0.17
mvdsv.csv,0.02,0.32,0.0,0.05,0.03,0.01,0.08,0.06,0.07,0.0,0.03
nova.csv,0.51,0.25,0.66,0.4,0.7,0.42,0.43,0.41,0.76,0.47,0.66
olex2.csv,0.84,0.27,0.31,0.57,0.51,0.89,0.49,0.47,0.36,0.6,0.28
openwbem.csv,0.27,0.11,0.27,0.47,0.38,0.82,0.27,0.76,0.46,0.33,0.55
xcmetadataservicestoolkit.csv,0.47,0.8,0.92,0.42,0.97,0.88,0.85,0.06,0.9,0.33,0.54
