,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.3,0.24,0.33,0.04,0.16,0.55,0.12,1.0,0.2,0.13
fritzing.csv,0.59,0.63,0.94,0.53,0.67,0.73,0.24,0.54,0.41,0.39
jlinalg.csv,1.0,0.6,0.41,0.59,0.0,0.37,0.24,0.58,0.24,0.42
knowledge.csv,0.53,0.46,0.33,0.05,1.0,0.13,0.0,0.47,0.5,0.36
massiv.csv,0.0,0.0,0.01,0.0,0.0,0.79,0.0,0.12,0.0,0.0
multitude.csv,0.58,0.5,0.62,0.65,0.62,0.51,0.41,0.53,0.42,0.98
playerstage.csv,0.41,0.6,0.63,0.98,0.6,0.73,0.23,0.34,0.37,0.49
quarkplusplus.csv,0.49,0.43,0.44,0.46,0.42,0.54,0.12,0.29,0.97,0.3
rtrt-on-gpu.csv,0.19,0.3,0.32,0.35,0.34,0.71,1.0,0.29,0.25,0.26
superwaba.csv,0.46,0.98,0.56,0.57,0.6,0.86,0.24,0.55,0.47,0.49
