,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.07,0.08,0.22,0.05,0.0,0.13,0.02,0.0,0.09,0.05
fritzing.csv,0.21,0.23,0.01,0.45,0.4,0.33,0.08,0.24,0.38,0.24
jlinalg.csv,0.0,0.71,0.87,0.76,1.0,0.88,0.94,0.76,0.94,0.86
knowledge.csv,0.14,0.28,0.29,0.99,0.0,0.97,1.0,0.85,0.81,0.9
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
multitude.csv,0.21,0.27,0.39,0.54,0.4,0.44,0.52,0.52,0.28,0.0
playerstage.csv,0.0,0.29,0.49,0.0,0.2,0.32,0.48,0.17,0.19,0.29
quarkplusplus.csv,0.14,0.12,0.23,0.08,0.0,0.2,0.06,0.09,0.0,0.08
rtrt-on-gpu.csv,0.0,0.15,0.12,0.17,0.0,0.4,0.0,0.3,0.12,0.17
superwaba.csv,0.21,0.01,0.49,0.3,0.2,0.45,0.19,0.59,0.16,0.29
