,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.79,0.94,0.74,0.83,0.88,0.99,0.5,0.65,0.86,0.9
fritzing.csv,0.48,0.49,0.57,0.52,0.44,0.58,0.83,0.67,0.52,0.73
jlinalg.csv,0.5,0.41,0.44,0.39,0.42,0.44,0.42,0.42,0.53,0.49
knowledge.csv,0.38,0.55,0.98,0.35,0.4,0.39,0.41,0.37,0.5,0.43
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.0
multitude.csv,0.37,0.62,0.43,0.43,0.34,0.49,0.45,0.4,0.44,0.52
playerstage.csv,0.83,0.62,0.55,0.6,0.47,0.64,0.68,0.71,0.64,0.7
quarkplusplus.csv,0.71,0.8,0.62,0.74,0.48,0.86,0.75,0.89,0.7,0.77
rtrt-on-gpu.csv,0.88,0.78,0.69,0.69,0.67,0.51,0.9,0.84,0.67,0.92
superwaba.csv,0.38,0.54,0.43,0.47,0.39,0.44,0.82,0.36,0.47,0.49
