,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.26,0.2,0.29,0.03,0.13,0.5,0.1,1.0,0.17,0.11
fritzing.csv,0.56,0.6,0.93,0.52,0.69,0.75,0.2,0.5,0.38,0.35
jlinalg.csv,1.0,0.82,0.89,0.93,0.98,0.75,1.0,0.9,0.88,0.86
knowledge.csv,0.48,0.42,0.29,1.0,1.0,1.0,1.0,1.0,0.83,0.98
massiv.csv,0.0,0.0,0.01,0.0,0.0,0.75,0.0,0.1,0.0,0.0
multitude.csv,0.54,0.46,0.62,0.72,0.63,0.5,0.4,0.55,0.38,0.97
playerstage.csv,0.36,0.58,0.67,0.98,0.56,0.75,0.2,0.3,0.33,0.45
quarkplusplus.csv,0.44,0.38,0.4,0.41,0.37,0.5,0.1,0.25,0.96,0.26
rtrt-on-gpu.csv,0.16,0.26,0.28,0.31,0.29,0.75,1.0,0.25,0.21,0.22
superwaba.csv,0.42,0.98,0.57,0.55,0.56,1.0,0.2,0.6,0.42,0.46
