,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.46,0.75,0.77,0.3,0.5,0.38,0.0,0.5,0.67,0.0
flylegacy.csv,0.42,0.61,0.82,0.17,0.57,0.33,0.2,0.77,0.22,0.29
jguard.csv,0.39,0.9,0.79,0.19,0.7,0.53,0.2,0.86,0.34,0.5
m-a-d-n-e-s-s.csv,0.62,1.0,0.86,0.33,0.75,0.0,0.0,1.0,0.61,0.33
mob-sen-plat.csv,0.4,0.9,0.76,0.15,0.63,0.37,0.23,0.85,0.36,0.45
raygina.csv,0.62,0.0,0.73,0.15,0.58,0.33,0.24,0.91,0.31,0.45
st-filteredstatistics.csv,0.37,0.74,0.72,0.16,0.64,0.4,0.19,0.97,0.31,0.4
upp-mirror.csv,0.33,0.67,0.74,0.21,0.75,0.41,0.2,0.69,0.44,0.48
wishmaster.csv,0.38,0.5,0.74,0.19,0.67,0.23,0.38,0.5,0.5,0.45
yarp.csv,0.6,0.67,0.8,0.04,0.6,0.25,0.11,0.86,0.46,0.53
