,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.32,0.16,0.45,0.4,0.16,0.16,0.0,0.09,0.14,0.0
flylegacy.csv,0.56,0.64,0.67,0.26,0.51,0.48,0.31,0.56,0.29,0.12
jguard.csv,0.49,0.42,0.82,0.3,0.74,0.59,0.31,0.83,0.5,0.47
m-a-d-n-e-s-s.csv,0.3,0.06,0.43,0.28,0.09,0.0,0.0,0.14,0.68,0.07
mob-sen-plat.csv,0.55,0.86,0.84,0.24,0.71,0.52,0.34,0.85,0.52,0.5
raygina.csv,0.67,0.0,0.69,0.24,0.27,0.32,0.26,0.4,0.21,0.43
st-filteredstatistics.csv,0.54,0.54,0.79,0.26,0.67,0.47,0.31,0.86,0.48,0.57
upp-mirror.csv,0.38,0.21,0.76,0.32,0.68,0.42,0.27,0.4,0.52,0.43
wishmaster.csv,0.26,0.2,0.55,0.25,0.6,0.29,0.46,0.17,0.51,0.43
yarp.csv,0.2,0.11,0.39,0.03,0.09,0.31,0.09,0.26,0.45,0.58
