,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.32,0.01,0.15,0.07,0.44,0.82,0.03,0.07,0.03,0.23,0.54,0.0,0.21
emulemorph.csv,0.39,0.02,0.17,0.03,0.34,0.0,0.0,0.2,0.14,0.19,1.0,0.0,1.0
gisgraphy.csv,0.0,0.0,0.17,0.18,0.55,1.0,0.04,0.12,0.0,0.11,0.39,0.0,0.61
jaxen.csv,0.35,0.01,0.14,0.07,0.27,0.83,0.0,0.38,0.05,0.25,0.7,0.0,0.26
jvcl.csv,0.44,0.17,0.19,0.05,0.32,1.0,0.0,0.09,0.08,0.29,0.81,0.0,0.24
m-m-m.csv,0.34,0.02,0.08,0.08,0.25,0.94,0.02,0.06,0.06,0.25,0.38,0.02,0.28
motu.csv,0.43,0.02,0.11,0.07,0.26,0.82,0.0,0.06,0.07,0.42,0.37,0.01,0.29
nh3d.csv,0.4,0.67,0.0,0.06,0.26,0.84,0.02,0.06,0.0,0.22,0.4,0.01,0.31
sarasvati.csv,0.42,0.01,0.05,0.16,0.19,0.87,0.04,0.06,0.0,0.26,0.3,0.04,0.33
wgs-assembler.csv,0.48,0.01,0.1,0.06,0.25,1.0,0.02,0.05,0.05,0.24,0.35,0.0,0.37
zabbix.csv,0.36,0.0,0.1,0.07,0.32,0.86,0.0,0.06,0.06,0.21,0.55,0.0,0.4
