,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.44,0.53,0.4,0.46
n2cms.csv,0.7,0.38,0.31,0.44
nassp.csv,0.25,0.29,0.3,0.62
nug.csv,0.55,0.26,0.7,0.27
